"dt_notificacao","cd_municipio","temperatura","casos"
"2024-04-17",353400,"25.70","1"
"2024-04-17",353430,"24.97","3"
"2024-04-17",353440,"23.60","139"
"2024-04-17",353460,"25.37","4"
"2024-04-17",353470,NULL,"36"
"2024-04-17",353490,"24.54","1"
"2024-04-17",353510,"25.25","4"
"2024-04-17",353520,"25.01","2"
"2024-04-17",353530,NULL,"5"
"2024-04-17",353550,"23.92","46"
"2024-04-17",353560,NULL,"7"
"2024-04-17",353580,"23.54","5"
"2024-04-17",353590,"25.01","1"
"2024-04-17",353600,"25.37","2"
"2024-04-17",353610,"23.54","1"
"2024-04-17",353620,"25.72","30"
"2024-04-17",353625,NULL,"5"
"2024-04-17",353630,"24.11","2"
"2024-04-17",353650,"24.49","57"
"2024-04-17",353670,"24.10","22"
"2024-04-17",353680,"24.02","3"
"2024-04-17",353690,NULL,"1"
"2024-04-17",353710,"24.49","30"
"2024-04-17",353715,"23.92","3"
"2024-04-17",353730,NULL,"1"
"2024-04-17",353740,"25.60","1"
"2024-04-17",353760,"25.71","31"
"2024-04-17",353780,NULL,"11"
"2024-04-17",353790,"23.13","2"
"2024-04-17",353800,"17.73","149"
"2024-04-17",353810,"25.25","8"
"2024-04-17",353820,"24.02","14"
"2024-04-17",353850,"24.88","12"
"2024-04-17",353860,"24.02","18"
"2024-04-17",353870,"24.08","309"
"2024-04-17",353880,"23.54","18"
"2024-04-17",353900,"25.25","8"
"2024-04-17",353910,"23.60","1"
"2024-04-17",353920,"24.32","1"
"2024-04-17",353930,"24.19","54"
"2024-04-17",353950,"25.22","7"
"2024-04-17",353970,NULL,"1"
"2024-04-17",353980,"23.62","53"
"2024-04-17",354000,"24.71","6"
"2024-04-17",354020,"25.07","4"
"2024-04-17",354030,NULL,"9"
"2024-04-17",354060,NULL,"20"
"2024-04-17",354070,"24.19","22"
"2024-04-17",354075,"17.73","15"
"2024-04-17",354085,"24.32","1"
"2024-04-17",354100,"23.62","24"
"2024-04-17",354105,"23.54","1"
"2024-04-17",354130,"24.54","1"
"2024-04-17",354140,"24.32","4"
"2024-04-17",354170,"23.92","1"
"2024-04-17",354180,"25.37","1"
"2024-04-17",354190,"24.88","2"
"2024-04-17",354210,"24.08","21"
"2024-04-17",354220,"23.92","1"
"2024-04-17",354250,"25.61","8"
"2024-04-17",354260,"25.72","9"
"2024-04-17",354290,"23.53","6"
"2024-04-17",354310,"24.11","1"
"2024-04-17",354320,NULL,"2"
"2024-04-17",354325,"23.13","1"
"2024-04-17",354330,"23.62","17"
"2024-04-17",354340,"25.07","300"
"2024-04-17",354350,"22.52","9"
"2024-04-17",354370,"25.07","1"
"2024-04-17",354390,"24.08","52"
"2024-04-17",354400,"24.08","4"
"2024-04-17",354410,"23.62","2"
"2024-04-17",354420,NULL,"2"
"2024-04-17",354460,"26.86","1"
"2024-04-17",354470,"24.32","2"
"2024-04-17",354480,"26.86","3"
"2024-04-17",354500,"25.60","1"
"2024-04-17",354510,"25.60","1"
"2024-04-17",354515,"24.08","12"
"2024-04-17",354520,NULL,"68"
"2024-04-17",354530,NULL,"6"
"2024-04-17",354540,NULL,"3"
"2024-04-17",354580,"24.08","54"
"2024-04-17",354600,"25.60","20"
"2024-04-17",354610,"25.01","3"
"2024-04-17",354620,"23.53","6"
"2024-04-17",354625,"24.53","5"
"2024-04-17",354630,"24.19","32"
"2024-04-17",354640,NULL,"40"
"2024-04-17",354660,"25.01","2"
"2024-04-17",354670,"24.08","33"
"2024-04-17",354680,"23.62","81"
"2024-04-17",354700,"24.56","1"
"2024-04-17",354730,"23.60","31"
"2024-04-17",354750,"24.53","2"
"2024-04-17",354760,"24.53","3"
"2024-04-17",354780,"23.62","216"
"2024-04-17",354800,"24.49","50"
"2024-04-17",354810,"24.49","17"
"2024-04-17",354840,"25.37","3"
"2024-04-17",354850,"25.60","29"
"2024-04-17",354860,"17.73","15"
"2024-04-17",354870,"23.62","104"
"2024-04-17",354880,"23.62","297"
"2024-04-17",354890,"23.53","84"
"2024-04-17",354910,"24.19","53"
"2024-04-17",354940,"24.97","4"
"2024-04-17",354960,"24.88","4"
"2024-04-17",354970,"24.19","75"
"2024-04-17",354980,NULL,"171"
"2024-04-17",354990,"24.23","1145"
"2024-04-17",355010,"24.56","19"
"2024-04-17",355020,"23.13","7"
"2024-04-17",355030,"23.62","9252"
"2024-04-17",355040,"24.08","7"
"2024-04-17",355050,NULL,"1"
"2024-04-17",355060,"23.60","40"
"2024-04-17",355070,NULL,"77"
"2024-04-17",355080,"24.19","14"
"2024-04-17",355090,"24.53","2"
"2024-04-17",355100,"23.62","3"
"2024-04-17",355110,"23.13","3"
"2024-04-17",355120,NULL,"7"
"2024-04-17",355140,"24.53","3"
"2024-04-17",355150,"24.53","35"
"2024-04-17",355170,"25.07","6"
"2024-04-17",355180,"25.72","1"
"2024-04-17",355190,"25.22","1"
"2024-04-17",355200,"24.88","1"
"2024-04-17",355210,"24.49","72"
"2024-04-17",355220,NULL,"680"
"2024-04-17",355240,"24.08","42"
"2024-04-17",355250,"25.60","86"
"2024-04-17",355260,"25.25","5"
"2024-04-17",355280,"23.60","41"
"2024-04-17",355300,"23.54","27"
"2024-04-17",355310,"25.22","1"
"2024-04-17",355320,"25.22","11"
"2024-04-17",355330,"24.19","27"
"2024-04-17",355360,"24.19","27"
"2024-04-17",355380,"22.52","5"
"2024-04-17",355385,"22.52","1"
"2024-04-17",355395,"23.92","3"
"2024-04-17",355400,NULL,"9"
"2024-04-17",355410,"24.23","81"
"2024-04-17",355450,"24.08","23"
"2024-04-17",355465,"23.54","2"
"2024-04-17",355470,"24.56","13"
"2024-04-17",355475,"23.53","2"
"2024-04-17",355480,"24.23","16"
"2024-04-17",355495,"24.02","1"
"2024-04-17",355500,"25.37","6"
"2024-04-17",355540,"22.90","87"
"2024-04-17",355550,NULL,"1"
"2024-04-17",355560,"25.25","3"
"2024-04-17",355600,"25.25","1"
"2024-04-17",355610,NULL,"1"
"2024-04-17",355620,"24.02","46"
"2024-04-17",355635,"24.02","5"
"2024-04-17",355640,"24.19","28"
"2024-04-17",355645,"23.60","19"
"2024-04-17",355650,"23.60","42"
"2024-04-17",355660,"24.71","4"
"2024-04-17",355670,"24.02","62"
"2024-04-17",355680,"25.22","7"
"2024-04-17",355690,"25.25","12"
"2024-04-17",355700,NULL,"76"
"2024-04-17",355710,NULL,"90"
"2024-04-17",355720,NULL,"3"
"2024-04-18",350030,"22.23","2"
"2024-04-18",350040,"22.23","3"
"2024-04-18",350050,"22.55","12"
"2024-04-18",350055,"19.37","12"
"2024-04-18",350060,"22.01","6"
"2024-04-18",350100,"22.87","8"
"2024-04-18",350115,NULL,"6"
"2024-04-18",350130,"22.05","1"
"2024-04-18",350150,"21.85","3"
"2024-04-18",350160,"22.01","48"
"2024-04-18",350170,"21.12","7"
"2024-04-18",350190,"22.55","15"
"2024-04-18",350200,"21.12","19"
"2024-04-18",350220,"19.37","5"
"2024-04-18",350230,"22.01","2"
"2024-04-18",350250,"20.35","5"
"2024-04-18",350270,"19.32","5"
"2024-04-18",350275,"18.37","1"
"2024-04-18",350290,NULL,"3"
"2024-04-18",350310,"19.37","7"
"2024-04-18",350315,"20.57","1"
"2024-04-18",350320,"21.12","38"
"2024-04-18",350330,"22.55","12"
"2024-04-18",350340,"21.81","5"
"2024-04-18",350350,"20.57","5"
"2024-04-18",350360,"22.61","9"
"2024-04-18",350370,"24.10","4"
"2024-04-18",350380,"22.55","20"
"2024-04-18",350390,"17.75","35"
"2024-04-18",350400,"20.64","50"
"2024-04-18",350410,"19.04","113"
"2024-04-18",350420,"24.00","2"
"2024-04-18",350440,"24.24","1"
"2024-04-18",350450,"19.37","64"
"2024-04-18",350460,NULL,"1"
"2024-04-18",350480,NULL,"1"
"2024-04-18",350490,"20.57","13"
"2024-04-18",350520,"23.48","2"
"2024-04-18",350530,"22.61","5"
"2024-04-18",350535,"19.32","3"
"2024-04-18",350550,"24.63","30"
"2024-04-18",350560,"23.47","6"
"2024-04-18",350570,"18.37","60"
"2024-04-18",350590,"22.87","33"
"2024-04-18",350600,"21.81","101"
"2024-04-18",350610,"24.30","41"
"2024-04-18",350620,"23.34","3"
"2024-04-18",350630,NULL,"5"
"2024-04-18",350635,"22.76","18"
"2024-04-18",350650,"23.34","34"
"2024-04-18",350660,"22.76","14"
"2024-04-18",350670,"23.48","7"
"2024-04-18",350690,"19.37","7"
"2024-04-18",350700,NULL,"61"
"2024-04-18",350710,"19.04","2"
"2024-04-18",350720,"23.15","2"
"2024-04-18",350740,"23.48","8"
"2024-04-18",350750,"22.61","193"
"2024-04-18",350760,"19.04","83"
"2024-04-18",350780,"22.67","5"
"2024-04-18",350790,"21.12","15"
"2024-04-18",350800,"19.32","1"
"2024-04-18",350810,NULL,"2"
"2024-04-18",350830,"21.81","1"
"2024-04-18",350840,"18.37","4"
"2024-04-18",350850,"20.35","84"
"2024-04-18",350860,"20.57","13"
"2024-04-18",350870,"22.23","6"
"2024-04-18",350880,"24.24","2"
"2024-04-18",350890,"22.05","2"
"2024-04-18",350900,"18.37","28"
"2024-04-18",350920,"18.37","11"
"2024-04-18",350925,"17.68","15"
"2024-04-18",350940,"22.67","7"
"2024-04-18",350945,"19.32","15"
"2024-04-18",350950,"19.04","1616"
"2024-04-18",350960,"18.37","13"
"2024-04-18",350980,NULL,"2"
"2024-04-18",350990,"17.68","30"
"2024-04-18",350995,"20.57","4"
"2024-04-18",351000,NULL,"18"
"2024-04-18",351010,"24.10","1"
"2024-04-18",351020,"18.15","2"
"2024-04-18",351030,NULL,"11"
"2024-04-18",351050,NULL,"193"
"2024-04-18",351060,"18.37","59"
"2024-04-18",351070,NULL,"5"
"2024-04-18",351080,"22.23","17"
"2024-04-18",351090,"22.67","1"
"2024-04-18",351100,"22.30","1"
"2024-04-18",351110,"24.10","47"
"2024-04-18",351120,"24.10","6"
"2024-04-18",351130,NULL,"3"
"2024-04-18",351160,NULL,"11"
"2024-04-18",351170,"22.01","10"
"2024-04-18",351200,"24.30","11"
"2024-04-18",351210,"24.63","1"
"2024-04-18",351220,"22.55","5"
"2024-04-18",351240,"22.01","5"
"2024-04-18",351260,"19.32","4"
"2024-04-18",351270,"21.12","3"
"2024-04-18",351280,"22.55","20"
"2024-04-18",351300,"18.37","21"
"2024-04-18",351310,"22.67","5"
"2024-04-18",351320,"22.87","1"
"2024-04-18",351330,"20.64","1"
"2024-04-18",351350,"22.76","5"
"2024-04-18",351360,"18.00","5"
"2024-04-18",351370,"21.12","1"
"2024-04-18",351380,"17.75","83"
"2024-04-18",351390,"22.23","2"
"2024-04-18",351400,"23.47","1"
"2024-04-18",351410,"22.61","23"
"2024-04-18",351430,"22.61","1"
"2024-04-18",351440,"22.30","2"
"2024-04-18",351450,"21.81","1"
"2024-04-18",351460,"23.47","4"
"2024-04-18",351470,"21.85","2"
"2024-04-18",351480,"22.09","19"
"2024-04-18",351490,NULL,"3"
"2024-04-18",351492,"24.10","2"
"2024-04-18",351495,"24.10","2"
"2024-04-18",351500,"18.37","4"
"2024-04-18",351510,"17.75","25"
"2024-04-18",351515,"22.55","1"
"2024-04-18",351518,"22.55","47"
"2024-04-18",351519,NULL,"2"
"2024-04-18",351520,"24.00","1"
"2024-04-18",351540,NULL,"24"
"2024-04-18",351550,"24.00","5"
"2024-04-18",351560,"24.10","1"
"2024-04-18",351570,"17.75","94"
"2024-04-18",351610,"20.64","2"
"2024-04-18",351620,"22.87","54"
"2024-04-18",351630,"18.37","62"
"2024-04-18",351640,"18.37","39"
"2024-04-18",351670,"21.85","12"
"2024-04-18",351685,"23.48","3"
"2024-04-18",351730,"24.24","1"
"2024-04-18",351740,"24.63","7"
"2024-04-18",351760,"19.32","2"
"2024-04-18",351770,"23.94","1"
"2024-04-18",351790,"24.63","1"
"2024-04-18",351810,"24.24","3"
"2024-04-18",351820,"23.34","8"
"2024-04-18",351830,"22.76","12"
"2024-04-18",351840,"20.57","55"
"2024-04-18",351850,"18.15","9"
"2024-04-18",351860,"23.47","7"
"2024-04-18",351870,"22.76","105"
"2024-04-18",351880,"17.75","785"
"2024-04-18",351885,"23.47","2"
"2024-04-18",351905,"22.55","15"
"2024-04-18",351907,"22.01","16"
"2024-04-18",351910,"23.48","4"
"2024-04-18",351930,"21.12","5"
"2024-04-18",351950,NULL,"5"
"2024-04-18",351960,"23.48","15"
"2024-04-18",351970,NULL,"20"
"2024-04-18",352000,"22.61","10"
"2024-04-18",352020,"19.04","5"
"2024-04-18",352030,"22.84","30"
"2024-04-18",352040,NULL,"76"
"2024-04-18",352042,"22.09","10"
"2024-04-18",352050,NULL,"74"
"2024-04-18",352090,NULL,"2"
"2024-04-18",352100,NULL,"1"
"2024-04-18",352110,"22.01","9"
"2024-04-18",352140,"22.01","14"
"2024-04-18",352170,"19.32","7"
"2024-04-18",352180,"19.37","6"
"2024-04-18",352190,"24.10","4"
"2024-04-18",352200,"23.48","2"
"2024-04-18",352210,"17.75","134"
"2024-04-18",352220,"18.37","53"
"2024-04-18",352230,"18.15","26"
"2024-04-18",352240,"19.32","27"
"2024-04-18",352250,"18.37","12"
"2024-04-18",352260,"22.55","131"
"2024-04-18",352280,"19.32","7"
"2024-04-18",352290,"22.61","4"
"2024-04-18",352300,"23.34","1"
"2024-04-18",352310,"17.75","46"
"2024-04-18",352320,"19.32","28"
"2024-04-18",352330,"22.84","4"
"2024-04-18",352340,"19.04","87"
"2024-04-18",352350,"19.37","4"
"2024-04-18",352360,"21.12","17"
"2024-04-18",352380,"22.23","1"
"2024-04-18",352390,NULL,"137"
"2024-04-18",352400,"18.37","6"
"2024-04-18",352420,"24.63","1"
"2024-04-18",352430,"23.47","13"
"2024-04-18",352440,"22.76","940"
"2024-04-18",352470,"22.55","63"
"2024-04-18",352480,"24.00","2"
"2024-04-18",352490,"20.35","1"
"2024-04-18",352500,"18.37","1"
"2024-04-18",352510,"23.47","34"
"2024-04-18",352520,"19.04","15"
"2024-04-18",352530,"22.61","81"
"2024-04-18",352540,"23.94","3"
"2024-04-18",352550,"19.04","7"
"2024-04-18",352570,NULL,"2"
"2024-04-18",352585,"22.01","1"
"2024-04-18",352590,"18.37","220"
"2024-04-18",352620,"18.37","5"
"2024-04-18",352630,"18.00","3"
"2024-04-18",352640,"22.01","3"
"2024-04-18",352650,"23.34","1"
"2024-04-18",352660,"20.57","5"
"2024-04-18",352670,"22.23","54"
"2024-04-18",352680,"22.61","26"
"2024-04-18",352690,"22.01","69"
"2024-04-18",352700,"22.55","2"
"2024-04-18",352710,"24.24","3"
"2024-04-18",352720,"20.57","93"
"2024-04-18",352730,"19.04","15"
"2024-04-18",352740,"23.34","1"
"2024-04-18",352750,"21.81","2"
"2024-04-18",352760,"22.67","8"
"2024-04-18",352790,"21.85","1"
"2024-04-18",352800,"22.61","8"
"2024-04-18",352840,NULL,"14"
"2024-04-18",352850,"17.75","125"
"2024-04-18",352860,"19.37","9"
"2024-04-18",352870,"22.05","1"
"2024-04-18",352880,"20.64","6"
"2024-04-18",352900,"21.85","86"
"2024-04-18",352910,"24.00","1"
"2024-04-18",352930,"23.47","24"
"2024-04-18",352940,"17.75","85"
"2024-04-18",352950,NULL,"4"
"2024-04-18",352960,NULL,"1"
"2024-04-18",352980,"22.61","7"
"2024-04-18",352990,"22.84","6"
"2024-04-18",353000,NULL,"1"
"2024-04-18",353010,"23.34","4"
"2024-04-18",353040,NULL,"4"
"2024-04-18",353050,"22.23","29"
"2024-04-18",353060,"22.76","262"
"2024-04-18",353070,"22.55","40"
"2024-04-18",353080,"22.55","26"
"2024-04-18",353090,"22.01","2"
"2024-04-18",353110,"17.75","9"
"2024-04-18",353120,"19.04","1"
"2024-04-18",353130,"24.10","12"
"2024-04-18",353170,"20.35","2"
"2024-04-18",353180,"22.01","8"
"2024-04-18",353190,"24.30","19"
"2024-04-18",353200,"19.04","5"
"2024-04-18",353230,"18.00","1"
"2024-04-18",353250,NULL,"1"
"2024-04-18",353282,"19.32","2"
"2024-04-18",353284,"24.00","2"
"2024-04-18",353300,NULL,"1"
"2024-04-18",353325,"24.10","1"
"2024-04-18",353340,"22.01","86"
"2024-04-18",353350,"24.24","25"
"2024-04-18",353360,"22.87","3"
"2024-04-18",353370,"21.85","1"
"2024-04-18",353380,NULL,"5"
"2024-04-18",353390,"24.63","31"
"2024-04-18",353420,NULL,"3"
"2024-04-18",353430,"23.94","4"
"2024-04-18",353440,"18.37","153"
"2024-04-18",353460,"23.15","4"
"2024-04-18",353470,NULL,"48"
"2024-04-18",353475,"24.00","1"
"2024-04-18",353510,"24.10","3"
"2024-04-18",353520,"24.00","2"
"2024-04-18",353530,NULL,"4"
"2024-04-18",353550,"20.64","29"
"2024-04-18",353560,NULL,"8"
"2024-04-18",353570,"24.10","4"
"2024-04-18",353580,"19.37","2"
"2024-04-18",353590,"24.00","1"
"2024-04-18",353610,"19.37","2"
"2024-04-18",353620,"22.09","11"
"2024-04-18",353625,NULL,"1"
"2024-04-18",353630,"22.87","1"
"2024-04-18",353650,"22.55","50"
"2024-04-18",353670,"21.81","20"
"2024-04-18",353710,"22.55","13"
"2024-04-18",353715,"20.64","4"
"2024-04-18",353730,NULL,"4"
"2024-04-18",353740,"23.34","4"
"2024-04-18",353760,"22.84","23"
"2024-04-18",353780,NULL,"12"
"2024-04-18",353790,"18.15","6"
"2024-04-18",353800,"14.86","108"
"2024-04-18",353810,"24.10","8"
"2024-04-18",353820,"19.04","3"
"2024-04-18",353850,"20.57","11"
"2024-04-18",353860,"19.04","29"
"2024-04-18",353870,"22.01","294"
"2024-04-18",353880,"19.37","7"
"2024-04-18",353890,"24.24","1"
"2024-04-18",353900,"24.10","15"
"2024-04-18",353910,"18.37","1"
"2024-04-18",353930,"22.23","46"
"2024-04-18",353940,"21.81","1"
"2024-04-18",353950,"24.30","8"
"2024-04-18",353960,NULL,"1"
"2024-04-18",353970,NULL,"2"
"2024-04-18",353980,"17.75","70"
"2024-04-18",354020,"23.47","6"
"2024-04-18",354030,NULL,"3"
"2024-04-18",354040,"24.00","1"
"2024-04-18",354050,"22.01","6"
"2024-04-18",354060,NULL,"13"
"2024-04-18",354070,"22.23","28"
"2024-04-18",354075,"14.86","6"
"2024-04-18",354100,"17.75","16"
"2024-04-18",354105,"19.37","4"
"2024-04-18",354120,"22.05","1"
"2024-04-18",354140,"22.05","6"
"2024-04-18",354180,"23.15","1"
"2024-04-18",354210,"22.01","8"
"2024-04-18",354220,"20.64","1"
"2024-04-18",354230,"20.35","2"
"2024-04-18",354250,"23.48","5"
"2024-04-18",354260,"22.09","16"
"2024-04-18",354290,"21.12","14"
"2024-04-18",354310,"22.87","2"
"2024-04-18",354330,"17.75","23"
"2024-04-18",354340,"23.47","287"
"2024-04-18",354350,"19.32","15"
"2024-04-18",354360,"23.94","1"
"2024-04-18",354370,"23.47","1"
"2024-04-18",354390,"22.01","42"
"2024-04-18",354400,"22.01","2"
"2024-04-18",354410,"17.75","2"
"2024-04-18",354420,NULL,"3"
"2024-04-18",354430,"20.35","6"
"2024-04-18",354440,"23.34","1"
"2024-04-18",354450,"24.00","2"
"2024-04-18",354460,"24.24","4"
"2024-04-18",354480,"24.24","3"
"2024-04-18",354500,"22.76","4"
"2024-04-18",354515,"22.01","15"
"2024-04-18",354520,NULL,"45"
"2024-04-18",354530,NULL,"2"
"2024-04-18",354560,"24.10","3"
"2024-04-18",354580,"22.01","50"
"2024-04-18",354600,"22.76","20"
"2024-04-18",354610,"24.00","3"
"2024-04-18",354620,"21.12","4"
"2024-04-18",354625,"22.67","4"
"2024-04-18",354630,"22.23","19"
"2024-04-18",354640,NULL,"38"
"2024-04-18",354660,"24.00","4"
"2024-04-18",354670,"22.01","18"
"2024-04-18",354680,"17.75","33"
"2024-04-18",354720,"24.00","1"
"2024-04-18",354730,"18.37","20"
"2024-04-18",354750,"22.67","8"
"2024-04-18",354780,"17.75","183"
"2024-04-18",354790,"22.67","2"
"2024-04-18",354800,"22.55","59"
"2024-04-18",354810,"22.55","4"
"2024-04-18",354850,"22.76","119"
"2024-04-18",354860,"14.86","12"
"2024-04-18",354870,"17.75","49"
"2024-04-18",354880,"17.75","109"
"2024-04-18",354890,"21.12","100"
"2024-04-18",354900,"24.00","2"
"2024-04-18",354910,"22.23","40"
"2024-04-18",354940,"23.94","5"
"2024-04-18",354970,"22.23","61"
"2024-04-18",354980,NULL,"150"
"2024-04-18",354990,"20.35","1021"
"2024-04-18",354995,"18.37","1"
"2024-04-18",355010,"22.61","28"
"2024-04-18",355020,"18.15","2"
"2024-04-18",355030,"17.75","7422"
"2024-04-18",355040,"22.01","6"
"2024-04-18",355050,NULL,"4"
"2024-04-18",355060,"18.37","22"
"2024-04-18",355070,NULL,"49"
"2024-04-18",355080,"22.23","12"
"2024-04-18",355100,"17.75","1"
"2024-04-18",355110,"18.15","1"
"2024-04-18",355120,NULL,"2"
"2024-04-18",355140,"22.67","6"
"2024-04-18",355150,"22.67","35"
"2024-04-18",355170,"23.47","14"
"2024-04-18",355180,"22.09","3"
"2024-04-18",355190,"24.30","5"
"2024-04-18",355200,"20.57","4"
"2024-04-18",355210,"22.55","83"
"2024-04-18",355220,NULL,"493"
"2024-04-18",355240,"22.01","29"
"2024-04-18",355250,"22.76","62"
"2024-04-18",355255,"24.00","1"
"2024-04-18",355260,"24.10","11"
"2024-04-18",355270,"23.48","4"
"2024-04-18",355280,"18.37","48"
"2024-04-18",355300,"19.37","17"
"2024-04-18",355310,"24.30","2"
"2024-04-18",355320,"24.30","2"
"2024-04-18",355330,"22.23","25"
"2024-04-18",355360,"22.23","19"
"2024-04-18",355365,"24.30","1"
"2024-04-18",355380,"19.32","7"
"2024-04-18",355395,"20.64","1"
"2024-04-18",355400,NULL,"1"
"2024-04-18",355410,"20.35","81"
"2024-04-18",355420,"19.37","1"
"2024-04-18",355450,"22.01","15"
"2024-04-18",355460,NULL,"1"
"2024-04-18",355470,"22.61","1"
"2024-04-18",355480,"20.35","12"
"2024-04-18",355500,"23.15","9"
"2024-04-18",355510,"22.30","2"
"2024-04-18",355540,"18.00","69"
"2024-04-18",355550,NULL,"1"
"2024-04-18",355560,"24.10","4"
"2024-04-18",355600,"24.10","2"
"2024-04-18",355610,NULL,"1"
"2024-04-18",355620,"19.04","46"
"2024-04-18",355630,"23.34","2"
"2024-04-18",355635,"19.04","5"
"2024-04-18",355645,"18.37","6"
"2024-04-18",355650,"18.37","33"
"2024-04-18",355660,"21.85","1"
"2024-04-18",355670,"19.04","49"
"2024-04-18",355680,"24.30","10"
"2024-04-18",355690,"24.10","3"
"2024-04-18",355700,NULL,"67"
"2024-04-18",355710,NULL,"89"
"2024-04-18",355720,NULL,"1"
"2024-04-18",355730,"22.55","1"
"2024-04-19",350030,"21.10","5"
"2024-04-19",350050,"21.90","9"
"2024-04-19",350055,"17.86","11"
"2024-04-19",350060,"20.34","7"
"2024-04-19",350070,"19.74","2"
"2024-04-19",350075,"16.29","4"
"2024-04-19",350100,"21.33","8"
"2024-04-19",350115,NULL,"4"
"2024-04-19",350120,NULL,"1"
"2024-04-19",350130,"21.42","1"
"2024-04-19",350150,"19.51","7"
"2024-04-19",350160,"20.34","52"
"2024-04-19",350170,"20.37","6"
"2024-04-19",350190,"21.90","8"
"2024-04-19",350200,"20.37","10"
"2024-04-19",350220,"17.86","7"
"2024-04-19",350230,"20.34","1"
"2024-04-19",350250,"19.23","11"
"2024-04-19",350270,"17.05","1"
"2024-04-19",350275,"17.55","1"
"2024-04-19",350280,"22.13","5"
"2024-04-19",350290,NULL,"3"
"2024-04-19",350310,"17.86","7"
"2024-04-19",350320,"20.37","10"
"2024-04-19",350330,"21.90","4"
"2024-04-19",350335,"21.01","1"
"2024-04-19",350340,"19.74","3"
"2024-04-19",350350,"19.06","2"
"2024-04-19",350360,"20.32","9"
"2024-04-19",350370,"22.35","2"
"2024-04-19",350380,"21.90","15"
"2024-04-19",350390,"16.90","20"
"2024-04-19",350400,"19.76","20"
"2024-04-19",350410,"18.55","101"
"2024-04-19",350440,"21.78","1"
"2024-04-19",350450,"17.86","82"
"2024-04-19",350460,NULL,"1"
"2024-04-19",350480,NULL,"2"
"2024-04-19",350490,"19.06","7"
"2024-04-19",350520,"20.94","2"
"2024-04-19",350530,"20.32","4"
"2024-04-19",350535,"17.05","1"
"2024-04-19",350550,"22.42","42"
"2024-04-19",350560,"22.13","2"
"2024-04-19",350570,"17.55","89"
"2024-04-19",350590,"21.33","65"
"2024-04-19",350600,"19.74","79"
"2024-04-19",350610,"22.60","42"
"2024-04-19",350630,NULL,"7"
"2024-04-19",350635,"21.53","3"
"2024-04-19",350650,"22.13","27"
"2024-04-19",350660,"21.53","19"
"2024-04-19",350670,"20.94","3"
"2024-04-19",350690,"17.86","9"
"2024-04-19",350700,NULL,"51"
"2024-04-19",350710,"18.55","2"
"2024-04-19",350720,"21.01","1"
"2024-04-19",350740,"20.94","1"
"2024-04-19",350745,"17.86","1"
"2024-04-19",350750,"20.32","175"
"2024-04-19",350760,"18.55","87"
"2024-04-19",350780,"22.36","1"
"2024-04-19",350790,"20.37","29"
"2024-04-19",350800,"17.05","1"
"2024-04-19",350810,NULL,"3"
"2024-04-19",350830,"19.74","1"
"2024-04-19",350840,"17.55","1"
"2024-04-19",350850,"19.23","82"
"2024-04-19",350860,"19.06","11"
"2024-04-19",350870,"21.10","7"
"2024-04-19",350880,"21.78","2"
"2024-04-19",350900,"17.55","28"
"2024-04-19",350920,"17.55","13"
"2024-04-19",350925,"14.22","13"
"2024-04-19",350940,"22.36","5"
"2024-04-19",350945,"17.05","18"
"2024-04-19",350950,"18.55","1108"
"2024-04-19",350960,"17.55","13"
"2024-04-19",350970,"15.01","2"
"2024-04-19",350980,NULL,"1"
"2024-04-19",350990,"14.22","33"
"2024-04-19",350995,"19.06","3"
"2024-04-19",351000,NULL,"5"
"2024-04-19",351020,"16.29","4"
"2024-04-19",351030,NULL,"21"
"2024-04-19",351040,"20.34","2"
"2024-04-19",351050,NULL,"128"
"2024-04-19",351060,"17.55","76"
"2024-04-19",351070,NULL,"2"
"2024-04-19",351080,"21.10","7"
"2024-04-19",351110,"22.35","42"
"2024-04-19",351120,"22.35","6"
"2024-04-19",351140,"17.86","2"
"2024-04-19",351150,NULL,"6"
"2024-04-19",351160,NULL,"14"
"2024-04-19",351170,"20.34","16"
"2024-04-19",351200,"22.60","11"
"2024-04-19",351220,"21.90","1"
"2024-04-19",351230,"20.34","1"
"2024-04-19",351240,"20.34","5"
"2024-04-19",351270,"20.37","1"
"2024-04-19",351280,"21.90","16"
"2024-04-19",351300,"17.55","32"
"2024-04-19",351310,"22.36","9"
"2024-04-19",351320,"21.33","6"
"2024-04-19",351360,"16.73","3"
"2024-04-19",351370,"20.37","29"
"2024-04-19",351380,"16.90","58"
"2024-04-19",351390,"21.10","2"
"2024-04-19",351400,"22.13","1"
"2024-04-19",351410,"20.32","19"
"2024-04-19",351430,"20.32","1"
"2024-04-19",351460,"22.13","4"
"2024-04-19",351470,"19.51","2"
"2024-04-19",351480,"18.83","13"
"2024-04-19",351490,NULL,"3"
"2024-04-19",351500,"17.55","5"
"2024-04-19",351510,"16.90","16"
"2024-04-19",351515,"21.90","5"
"2024-04-19",351518,"21.90","53"
"2024-04-19",351519,NULL,"1"
"2024-04-19",351520,"23.04","2"
"2024-04-19",351540,NULL,"20"
"2024-04-19",351550,"23.04","3"
"2024-04-19",351560,"22.35","1"
"2024-04-19",351570,"16.90","72"
"2024-04-19",351610,"19.76","1"
"2024-04-19",351620,"21.33","18"
"2024-04-19",351630,"17.55","105"
"2024-04-19",351640,"17.55","28"
"2024-04-19",351670,"19.51","17"
"2024-04-19",351685,"20.94","3"
"2024-04-19",351720,"21.78","1"
