"dt_notificacao","cd_municipio","temperatura","casos"
"2024-01-01",350070,"24.79","1"
"2024-01-01",350390,"19.98","1"
"2024-01-01",350400,"26.52","2"
"2024-01-01",350610,"24.80","1"
"2024-01-01",350635,"24.90","5"
"2024-01-01",350760,"21.37","2"
"2024-01-01",350900,"21.99","1"
"2024-01-01",350950,"21.37","6"
"2024-01-01",351050,NULL,"4"
"2024-01-01",351110,"25.03","1"
"2024-01-01",351200,"24.80","1"
"2024-01-01",351620,"21.25","3"
"2024-01-01",351640,"21.99","7"
"2024-01-01",351840,"20.87","1"
"2024-01-01",351870,"24.90","1"
"2024-01-01",351880,"19.98","3"
"2024-01-01",352390,NULL,"2"
"2024-01-01",352440,"24.90","14"
"2024-01-01",352530,"25.77","1"
"2024-01-01",352590,"21.99","1"
"2024-01-01",352720,"20.87","1"
"2024-01-01",352760,"24.28","1"
"2024-01-01",352900,"25.05","1"
"2024-01-01",353150,"24.80","5"
"2024-01-01",353340,"24.76","1"
"2024-01-01",353570,"25.03","3"
"2024-01-01",353800,"16.48","12"
"2024-01-01",353870,"24.76","9"
"2024-01-01",353930,"23.66","1"
"2024-01-01",354340,"24.29","6"
"2024-01-01",354940,"23.09","1"
"2024-01-01",354980,"23.88","5"
"2024-01-01",354990,"21.08","5"
"2024-01-01",355030,"19.98","6"
"2024-01-01",355220,NULL,"2"
"2024-01-01",355250,"24.90","1"
"2024-01-01",355410,"21.08","5"
"2024-01-01",355480,"21.08","6"
"2024-01-01",355540,"20.28","3"
"2024-01-01",355620,"21.37","2"
"2024-01-01",355710,NULL,"5"
"2024-01-02",350100,"22.23","1"
"2024-01-02",350160,"25.69","1"
"2024-01-02",350250,"23.07","1"
"2024-01-02",350320,"24.26","1"
"2024-01-02",350390,"21.22","1"
"2024-01-02",350400,"26.03","2"
"2024-01-02",350460,NULL,"1"
"2024-01-02",350600,"25.06","4"
"2024-01-02",350610,"25.12","3"
"2024-01-02",350635,"25.23","9"
"2024-01-02",350650,"27.31","1"
"2024-01-02",350700,NULL,"1"
"2024-01-02",350750,"26.01","11"
"2024-01-02",350760,"22.78","1"
"2024-01-02",350900,"22.43","1"
"2024-01-02",350950,"22.78","31"
"2024-01-02",351050,NULL,"5"
"2024-01-02",351170,"25.69","1"
"2024-01-02",351200,"25.12","4"
"2024-01-02",351300,"22.43","1"
"2024-01-02",351310,"25.55","3"
"2024-01-02",351460,"24.73","1"
"2024-01-02",351620,"22.23","14"
"2024-01-02",351640,"22.43","5"
"2024-01-02",351740,"25.06","1"
"2024-01-02",351830,"25.23","1"
"2024-01-02",351840,"22.90","2"
"2024-01-02",351880,"21.22","4"
"2024-01-02",352030,"24.93","1"
"2024-01-02",352230,"21.03","1"
"2024-01-02",352260,"24.81","1"
"2024-01-02",352370,"22.23","2"
"2024-01-02",352390,NULL,"7"
"2024-01-02",352440,"25.23","45"
"2024-01-02",352470,"24.81","4"
"2024-01-02",352510,"24.73","1"
"2024-01-02",352530,"26.01","3"
"2024-01-02",352590,"22.43","2"
"2024-01-02",352700,"24.81","1"
"2024-01-02",352710,"27.46","2"
"2024-01-02",352720,"22.90","2"
"2024-01-02",352760,"25.55","1"
"2024-01-02",352900,"24.38","3"
"2024-01-02",352940,"21.22","1"
"2024-01-02",353010,"27.31","2"
"2024-01-02",353130,"25.25","1"
"2024-01-02",353150,"25.12","10"
"2024-01-02",353190,"25.12","2"
"2024-01-02",353360,"22.23","1"
"2024-01-02",353390,"25.06","5"
"2024-01-02",353470,"24.71","1"
"2024-01-02",353510,"25.25","14"
"2024-01-02",353700,"22.23","2"
"2024-01-02",353800,"18.01","63"
"2024-01-02",353810,"25.25","1"
"2024-01-02",353870,"25.69","15"
"2024-01-02",353930,"24.85","3"
"2024-01-02",353960,NULL,"1"
"2024-01-02",354340,"24.73","26"
"2024-01-02",354700,"26.01","1"
"2024-01-02",354780,"21.22","1"
"2024-01-02",354870,"21.22","1"
"2024-01-02",354890,"24.26","2"
"2024-01-02",354910,"24.85","1"
"2024-01-02",354980,NULL,"9"
"2024-01-02",354990,"23.07","6"
"2024-01-02",355010,"26.01","1"
"2024-01-02",355030,"21.22","36"
"2024-01-02",355180,"24.43","1"
"2024-01-02",355210,"24.81","1"
"2024-01-02",355220,NULL,"7"
"2024-01-02",355240,"25.69","1"
"2024-01-02",355410,"23.07","13"
"2024-01-02",355480,"23.07","2"
"2024-01-02",355540,"18.10","10"
"2024-01-02",355620,"22.78","2"
"2024-01-02",355640,"24.85","1"
"2024-01-02",355670,"22.78","1"
"2024-01-02",355680,"25.12","1"
"2024-01-02",355710,NULL,"5"
"2024-01-03",350110,"27.70","1"
"2024-01-03",350120,NULL,"1"
"2024-01-03",350160,"25.32","5"
"2024-01-03",350280,"27.29","1"
"2024-01-03",350320,"23.52","1"
"2024-01-03",350400,"27.53","1"
"2024-01-03",350520,"26.00","1"
"2024-01-03",350550,"25.55","2"
"2024-01-03",350600,"25.10","4"
"2024-01-03",350610,"26.31","1"
"2024-01-03",350635,"25.53","8"
"2024-01-03",350700,NULL,"4"
"2024-01-03",350750,"26.20","14"
"2024-01-03",350760,"23.63","2"
"2024-01-03",350780,"25.37","2"
"2024-01-03",350860,"24.44","1"
"2024-01-03",350900,"23.34","2"
"2024-01-03",350950,"23.63","46"
"2024-01-03",351000,"27.34","1"
"2024-01-03",351040,"25.32","1"
"2024-01-03",351050,NULL,"7"
"2024-01-03",351110,"26.02","5"
"2024-01-03",351200,"26.31","4"
"2024-01-03",351300,"23.34","1"
"2024-01-03",351310,"25.37","1"
"2024-01-03",351380,"22.43","3"
"2024-01-03",351410,"26.20","3"
"2024-01-03",351490,NULL,"1"
"2024-01-03",351530,"28.84","1"
"2024-01-03",351620,"23.27","3"
"2024-01-03",351640,"23.34","8"
"2024-01-03",351670,"26.35","1"
"2024-01-03",351700,"27.02","1"
"2024-01-03",351740,"25.55","2"
"2024-01-03",351820,"27.29","1"
"2024-01-03",351830,"25.53","1"
"2024-01-03",351840,"24.44","5"
"2024-01-03",351880,"22.43","11"
"2024-01-03",351905,"24.74","1"
"2024-01-03",352040,NULL,"2"
"2024-01-03",352050,NULL,"2"
"2024-01-03",352230,"22.65","1"
"2024-01-03",352390,NULL,"10"
"2024-01-03",352430,"25.16","3"
"2024-01-03",352440,"25.53","51"
"2024-01-03",352530,"26.20","7"
"2024-01-03",352590,"23.34","5"
"2024-01-03",352680,"26.20","1"
"2024-01-03",352690,"25.32","1"
"2024-01-03",352870,"28.84","1"
"2024-01-03",352900,"26.35","21"
"2024-01-03",353130,"26.02","1"
"2024-01-03",353150,"26.31","9"
"2024-01-03",353190,"26.31","1"
"2024-01-03",353320,"28.32","1"
"2024-01-03",353390,"25.55","13"
"2024-01-03",353440,"23.34","3"
"2024-01-03",353460,"27.70","2"
"2024-01-03",353470,"27.34","4"
"2024-01-03",353510,"26.02","17"
"2024-01-03",353570,"26.02","5"
"2024-01-03",353650,"24.74","3"
"2024-01-03",353710,"24.74","1"
"2024-01-03",353760,"24.64","1"
"2024-01-03",353800,"18.49","85"
"2024-01-03",353870,"25.32","12"
"2024-01-03",353930,"25.34","3"
"2024-01-03",354060,NULL,"1"
"2024-01-03",354070,"25.34","1"
"2024-01-03",354140,"28.84","1"
"2024-01-03",354340,"25.16","43"
"2024-01-03",354520,NULL,"1"
"2024-01-03",354580,"25.32","2"
"2024-01-03",354680,"22.43","2"
"2024-01-03",354700,"26.20","1"
"2024-01-03",354780,"22.43","1"
"2024-01-03",354850,"25.53","5"
"2024-01-03",354870,"22.43","1"
"2024-01-03",354890,"23.52","1"
"2024-01-03",354910,"25.34","1"
"2024-01-03",354970,"25.34","1"
"2024-01-03",354980,NULL,"12"
"2024-01-03",354990,"23.77","13"
"2024-01-03",355010,"26.20","6"
"2024-01-03",355030,"22.43","81"
"2024-01-03",355060,"23.34","1"
"2024-01-03",355150,"25.37","1"
"2024-01-03",355220,NULL,"11"
"2024-01-03",355240,"25.32","4"
"2024-01-03",355250,"25.53","5"
"2024-01-03",355280,"23.34","1"
"2024-01-03",355395,"27.53","1"
"2024-01-03",355410,"23.77","16"
"2024-01-03",355480,"23.77","11"
"2024-01-03",355540,NULL,"13"
"2024-01-03",355620,"23.63","5"
"2024-01-03",355640,"25.34","1"
"2024-01-03",355670,"23.63","1"
"2024-01-03",355710,NULL,"11"
"2024-01-04",350160,"25.45","1"
"2024-01-04",350170,"23.38","1"
"2024-01-04",350190,"24.48","1"
"2024-01-04",350200,"23.38","1"
"2024-01-04",350260,"26.06","1"
"2024-01-04",350280,"27.33","1"
"2024-01-04",350320,"23.38","4"
"2024-01-04",350390,"20.53","1"
"2024-01-04",350400,"27.36","2"
"2024-01-04",350410,"22.37","3"
"2024-01-04",350450,"23.69","2"
"2024-01-04",350520,"24.67","2"
"2024-01-04",350600,"24.55","4"
"2024-01-04",350610,"25.50","4"
"2024-01-04",350635,"24.94","9"
"2024-01-04",350650,"27.33","5"
"2024-01-04",350700,NULL,"1"
"2024-01-04",350740,"24.67","1"
"2024-01-04",350750,"25.05","13"
"2024-01-04",350760,"22.37","7"
"2024-01-04",350780,"25.09","15"
"2024-01-04",350900,"21.74","6"
"2024-01-04",350920,"21.74","1"
"2024-01-04",350950,"22.37","48"
"2024-01-04",350970,"17.19","1"
"2024-01-04",351000,"26.88","1"
"2024-01-04",351040,"25.45","3"
"2024-01-04",351050,NULL,"10"
"2024-01-04",351110,"25.43","2"
"2024-01-04",351130,NULL,"1"
"2024-01-04",351200,"25.50","1"
"2024-01-04",351300,"21.74","1"
"2024-01-04",351310,"25.09","7"
"2024-01-04",351340,"23.42","1"
"2024-01-04",351410,"25.05","8"
"2024-01-04",351518,"24.48","2"
"2024-01-04",351620,"22.86","11"
"2024-01-04",351640,"21.74","12"
"2024-01-04",351670,"25.73","1"
"2024-01-04",351700,"26.66","5"
"2024-01-04",351730,"26.66","3"
"2024-01-04",351740,"25.37","3"
"2024-01-04",351820,"27.33","1"
"2024-01-04",351840,"23.42","5"
"2024-01-04",351870,"24.94","1"
"2024-01-04",351880,"20.53","18"
"2024-01-04",351907,"25.45","1"
"2024-01-04",352030,"25.49","4"
"2024-01-04",352040,NULL,"4"
"2024-01-04",352050,NULL,"1"
"2024-01-04",352210,"20.53","1"
"2024-01-04",352230,"21.23","4"
"2024-01-04",352390,NULL,"19"
"2024-01-04",352400,"21.74","1"
"2024-01-04",352440,"24.94","48"
"2024-01-04",352470,"24.48","3"
"2024-01-04",352480,"26.06","1"
"2024-01-04",352530,"25.05","4"
"2024-01-04",352590,"21.74","5"
"2024-01-04",352680,"25.05","1"
"2024-01-04",352690,"25.45","8"
"2024-01-04",352850,"20.53","1"
"2024-01-04",352900,"25.73","27"
"2024-01-04",352990,"25.49","2"
"2024-01-04",353110,"20.53","1"
"2024-01-04",353150,"25.50","8"
"2024-01-04",353340,"25.45","1"
"2024-01-04",353390,"25.37","9"
"2024-01-04",353440,"21.74","4"
"2024-01-04",353510,"25.43","19"
"2024-01-04",353650,"24.48","4"
"2024-01-04",353670,"24.55","1"
"2024-01-04",353800,"17.19","71"
"2024-01-04",353870,"25.45","16"
"2024-01-04",353900,"25.43","1"
"2024-01-04",353930,"23.85","4"
"2024-01-04",353980,"20.53","2"
"2024-01-04",354070,"23.85","1"
"2024-01-04",354075,"17.19","1"
"2024-01-04",354210,"25.45","1"
"2024-01-04",354220,"27.36","1"
"2024-01-04",354340,"25.05","42"
"2024-01-04",354580,"25.45","2"
"2024-01-04",354630,"23.85","1"
"2024-01-04",354690,"23.38","2"
"2024-01-04",354730,"21.74","1"
"2024-01-04",354760,"25.09","1"
"2024-01-04",354780,"20.53","1"
"2024-01-04",354870,"20.53","3"
"2024-01-04",354980,NULL,"20"
"2024-01-04",354990,"23.32","14"
"2024-01-04",355010,"25.05","8"
"2024-01-04",355030,"20.53","93"
"2024-01-04",355040,"25.45","1"
"2024-01-04",355070,NULL,"1"
"2024-01-04",355100,"20.53","1"
"2024-01-04",355150,"25.09","1"
"2024-01-04",355170,"25.05","2"
"2024-01-04",355180,"24.90","1"
"2024-01-04",355220,NULL,"11"
"2024-01-04",355240,"25.45","1"
"2024-01-04",355250,"24.94","4"
"2024-01-04",355410,"23.32","18"
"2024-01-04",355480,"23.32","14"
"2024-01-04",355540,NULL,"18"
"2024-01-04",355620,"22.37","2"
"2024-01-04",355640,"23.85","1"
"2024-01-04",355650,"21.74","1"
"2024-01-04",355670,"22.37","1"
"2024-01-04",355680,"25.50","1"
"2024-01-04",355700,NULL,"5"
"2024-01-04",355710,NULL,"18"
"2024-01-05",350115,NULL,"1"
"2024-01-05",350120,NULL,"1"
"2024-01-05",350370,"26.02","2"
"2024-01-05",350390,"20.90","1"
"2024-01-05",350400,"26.80","2"
"2024-01-05",350410,"22.63","4"
"2024-01-05",350450,"23.80","1"
"2024-01-05",350520,"25.25","5"
"2024-01-05",350560,"26.10","2"
"2024-01-05",350590,"24.39","1"
"2024-01-05",350600,"25.24","11"
"2024-01-05",350610,"26.63","3"
"2024-01-05",350635,"24.20","14"
"2024-01-05",350650,"27.50","2"
"2024-01-05",350660,"24.20","1"
"2024-01-05",350730,"25.24","3"
"2024-01-05",350750,"25.78","21"
"2024-01-05",350760,"22.63","2"
"2024-01-05",350780,"25.85","54"
"2024-01-05",350860,"24.18","2"
"2024-01-05",350900,"22.50","5"
"2024-01-05",350920,"22.50","1"
"2024-01-05",350950,"22.63","52"
"2024-01-05",351040,"25.38","3"
"2024-01-05",351050,NULL,"4"
"2024-01-05",351090,"25.85","1"
"2024-01-05",351110,"26.02","7"
"2024-01-05",351200,"26.63","3"
"2024-01-05",351300,"22.50","2"
"2024-01-05",351350,"24.20","1"
"2024-01-05",351380,"20.90","1"
"2024-01-05",351410,"25.78","8"
"2024-01-05",351490,NULL,"1"
"2024-01-05",351500,"22.50","1"
"2024-01-05",351620,"24.39","9"
"2024-01-05",351630,"22.50","1"
"2024-01-05",351640,"22.50","9"
"2024-01-05",351670,"25.46","2"
"2024-01-05",351700,"26.60","3"
"2024-01-05",351820,"27.50","1"
"2024-01-05",351840,"24.18","7"
"2024-01-05",351870,"24.20","1"
"2024-01-05",351880,"20.90","9"
"2024-01-05",351907,"25.38","1"
"2024-01-05",352020,"22.63","1"
"2024-01-05",352150,NULL,"1"
"2024-01-05",352230,"21.52","3"
"2024-01-05",352390,NULL,"19"
"2024-01-05",352440,"24.20","52"
"2024-01-05",352470,"24.78","2"
"2024-01-05",352480,"26.28","1"
"2024-01-05",352530,"25.78","2"
"2024-01-05",352590,"22.50","5"
"2024-01-05",352670,"24.47","2"
"2024-01-05",352680,"25.78","1"
"2024-01-05",352690,"25.38","6"
"2024-01-05",352710,"26.60","1"
"2024-01-05",352760,"25.85","1"
"2024-01-05",352900,"25.46","17"
"2024-01-05",352930,"26.10","1"
"2024-01-05",353010,"27.50","2"
"2024-01-05",353060,"24.20","2"
"2024-01-05",353070,"24.78","2"
"2024-01-05",353150,"26.63","27"
"2024-01-05",353190,"26.63","2"
"2024-01-05",353340,"25.38","1"
"2024-01-05",353390,"25.39","5"
"2024-01-05",353430,"25.45","2"
"2024-01-05",353440,"22.50","4"
"2024-01-05",353475,"26.28","2"
"2024-01-05",353510,"26.02","2"
"2024-01-05",353570,"26.02","5"
"2024-01-05",353650,"24.78","1"
"2024-01-05",353670,"25.24","11"
"2024-01-05",353700,"24.39","7"
"2024-01-05",353710,"24.78","1"
"2024-01-05",353800,"17.85","76"
"2024-01-05",353810,"26.02","1"
"2024-01-05",353870,"25.38","15"
"2024-01-05",353930,"24.47","4"
"2024-01-05",354060,NULL,"1"
"2024-01-05",354070,"24.47","1"
"2024-01-05",354100,"20.90","1"
"2024-01-05",354210,"25.38","1"
"2024-01-05",354330,"20.90","3"
"2024-01-05",354340,"26.10","50"
"2024-01-05",354520,NULL,"1"
"2024-01-05",354530,NULL,"1"
"2024-01-05",354630,"24.47","2"
"2024-01-05",354730,"22.50","2"
"2024-01-05",354800,"24.78","1"
"2024-01-05",354850,"24.20","9"
"2024-01-05",354870,"20.90","1"
"2024-01-05",354880,"20.90","2"
"2024-01-05",354890,"24.37","1"
"2024-01-05",354970,"24.47","1"
"2024-01-05",354980,NULL,"42"
"2024-01-05",354990,"24.00","18"
"2024-01-05",355010,"25.78","6"
"2024-01-05",355030,"20.90","115"
"2024-01-05",355070,NULL,"1"
"2024-01-05",355180,"24.85","1"
"2024-01-05",355220,NULL,"8"
"2024-01-05",355240,"25.38","5"
"2024-01-05",355250,"24.20","4"
"2024-01-05",355360,"24.47","1"
"2024-01-05",355370,"26.02","1"
"2024-01-05",355395,"26.80","2"
"2024-01-05",355410,"24.00","22"
"2024-01-05",355480,"24.00","7"
"2024-01-05",355540,NULL,"12"
"2024-01-05",355620,"22.63","5"
"2024-01-05",355650,"22.50","1"
"2024-01-05",355700,NULL,"4"
"2024-01-05",355710,NULL,"13"
"2024-01-05",355720,"26.27","1"
"2024-01-06",350070,"25.94","1"
"2024-01-06",350160,"25.99","2"
"2024-01-06",350390,"21.10","1"
"2024-01-06",350400,"26.72","2"
"2024-01-06",350410,"23.02","1"
"2024-01-06",350590,"24.65","3"
"2024-01-06",350600,"25.94","3"
"2024-01-06",350610,"26.95","1"
"2024-01-06",350635,"24.57","9"
"2024-01-06",350700,NULL,"1"
"2024-01-06",350730,"25.94","14"
"2024-01-06",350750,"26.41","2"
"2024-01-06",350760,"23.02","4"
"2024-01-06",350780,"26.76","8"
"2024-01-06",350850,"23.65","1"
"2024-01-06",350860,"23.62","1"
"2024-01-06",350900,"23.52","4"
"2024-01-06",350920,"23.52","1"
"2024-01-06",350950,"23.02","30"
"2024-01-06",351040,"25.99","2"
"2024-01-06",351050,NULL,"2"
"2024-01-06",351110,"26.32","9"
"2024-01-06",351310,"26.76","10"
"2024-01-06",351380,"21.10","1"
"2024-01-06",351410,"26.41","7"
"2024-01-06",351500,"23.52","2"
"2024-01-06",351550,"26.18","1"
"2024-01-06",351620,"24.65","7"
"2024-01-06",351640,"23.52","7"
"2024-01-06",351670,"26.45","1"
"2024-01-06",351700,"27.76","3"
"2024-01-06",351820,"27.20","1"
"2024-01-06",351840,"23.62","2"
"2024-01-06",351880,"21.10","10"
"2024-01-06",352040,NULL,"1"
"2024-01-06",352050,NULL,"1"
"2024-01-06",352230,"22.12","2"
"2024-01-06",352240,"23.32","1"
"2024-01-06",352310,"21.10","1"
"2024-01-06",352390,NULL,"19"
"2024-01-06",352440,"24.57","25"
"2024-01-06",352530,"26.41","2"
"2024-01-06",352590,"23.52","4"
"2024-01-06",352680,"26.41","1"
"2024-01-06",352710,"27.76","3"
"2024-01-06",352720,"23.62","2"
"2024-01-06",352850,"21.10","1"
"2024-01-06",352940,"21.10","2"
"2024-01-06",353060,"24.57","3"
"2024-01-06",353080,"24.85","1"
"2024-01-06",353150,"26.95","4"
"2024-01-06",353190,"26.95","2"
"2024-01-06",353390,"26.16","9"
"2024-01-06",353440,"23.52","2"
"2024-01-06",353470,"27.26","1"
"2024-01-06",353510,"26.32","8"
"2024-01-06",353570,"26.32","2"
"2024-01-06",353600,"27.98","1"
"2024-01-06",353760,"24.45","1"
"2024-01-06",353800,"18.15","72"
"2024-01-06",353810,"26.32","1"
"2024-01-06",353870,"25.99","22"
"2024-01-06",353930,"25.44","2"
"2024-01-06",353960,NULL,"1"
"2024-01-06",354075,"18.15","3"
"2024-01-06",354140,"28.80","2"
"2024-01-06",354210,"25.99","1"
"2024-01-06",354250,"25.81","1"
"2024-01-06",354330,"21.10","1"
"2024-01-06",354340,"26.66","33"
"2024-01-06",354390,"25.99","2"
"2024-01-06",354480,"27.76","1"
"2024-01-06",354580,"25.99","1"
"2024-01-06",354730,"23.52","1"
"2024-01-06",354760,"26.76","1"
"2024-01-06",354780,"21.10","2"
"2024-01-06",354890,"24.73","1"
"2024-01-06",354910,"25.44","2"
"2024-01-06",354970,"25.44","1"
"2024-01-06",354980,NULL,"34"
"2024-01-06",354990,"23.65","6"
"2024-01-06",355010,"26.41","5"
"2024-01-06",355030,"21.10","62"
"2024-01-06",355170,"26.66","1"
"2024-01-06",355220,NULL,"10"
"2024-01-06",355240,"25.99","1"
"2024-01-06",355365,"26.95","1"
"2024-01-06",355410,"23.65","11"
"2024-01-06",355480,"23.65","1"
"2024-01-06",355500,"27.98","2"
"2024-01-06",355540,NULL,"12"
"2024-01-06",355620,"23.02","5"
"2024-01-06",355650,"23.52","1"
"2024-01-06",355670,"23.02","3"
"2024-01-06",355710,NULL,"8"
"2024-01-07",350160,"27.02","2"
"2024-01-07",350180,NULL,"1"
"2024-01-07",350190,"26.50","1"
"2024-01-07",350390,"22.79","1"
"2024-01-07",350400,"27.90","1"
"2024-01-07",350410,"24.90","1"
"2024-01-07",350570,"24.53","3"
"2024-01-07",350590,"24.87","2"
"2024-01-07",350600,"27.41","4"
"2024-01-07",350610,"27.43","3"
"2024-01-07",350635,"25.16","11"
"2024-01-07",350650,"29.47","1"
"2024-01-07",350730,"27.41","3"
"2024-01-07",350750,"27.73","1"
"2024-01-07",350760,"24.90","4"
"2024-01-07",350850,"25.02","1"
"2024-01-07",350950,"24.90","28"
"2024-01-07",350970,"18.80","1"
"2024-01-07",351000,"28.55","1"
"2024-01-07",351040,"27.02","1"
"2024-01-07",351050,NULL,"1"
"2024-01-07",351110,"26.82","7"
"2024-01-07",351200,"27.43","2"
"2024-01-07",351230,"27.02","1"
"2024-01-07",351300,"24.53","1"
"2024-01-07",351310,"26.30","14"
"2024-01-07",351320,"24.87","1"
"2024-01-07",351380,"22.79","1"
"2024-01-07",351460,"26.34","1"
"2024-01-07",351500,"24.53","1"
"2024-01-07",351620,"24.87","6"
"2024-01-07",351640,"24.53","18"
"2024-01-07",351740,"27.01","1"
"2024-01-07",351840,"25.10","4"
"2024-01-07",351880,"22.79","10"
"2024-01-07",351905,"26.50","1"
"2024-01-07",352020,"24.90","1"
"2024-01-07",352040,NULL,"1"
"2024-01-07",352050,NULL,"1"
"2024-01-07",352230,"24.46","2"
"2024-01-07",352310,"22.79","1"
"2024-01-07",352340,"24.90","1"
"2024-01-07",352390,NULL,"15"
"2024-01-07",352440,"25.16","55"
"2024-01-07",352450,NULL,"1"
"2024-01-07",352530,"27.73","4"
"2024-01-07",352590,"24.53","2"
"2024-01-07",352690,"27.02","2"
"2024-01-07",352710,"29.32","1"
"2024-01-07",352850,"22.79","1"
"2024-01-07",352940,"22.79","1"
"2024-01-07",353030,NULL,"1"
"2024-01-07",353150,"27.43","12"
"2024-01-07",353190,"27.43","1"
"2024-01-07",353390,"27.01","9"
"2024-01-07",353440,"24.53","4"
"2024-01-07",353470,"28.55","1"
"2024-01-07",353510,"26.82","9"
"2024-01-07",353650,"26.50","5"
"2024-01-07",353700,"24.87","1"
"2024-01-07",353800,"18.80","80"
"2024-01-07",353870,"27.02","19"
"2024-01-07",354070,"26.75","1"
"2024-01-07",354075,"18.80","1"
"2024-01-07",354270,"24.87","2"
"2024-01-07",354330,"22.79","1"
"2024-01-07",354340,"26.34","34"
"2024-01-07",354390,"27.02","2"
"2024-01-07",354430,"25.02","1"
"2024-01-07",354530,NULL,"1"
"2024-01-07",354680,"22.79","1"
"2024-01-07",354730,"24.53","1"
"2024-01-07",354780,"22.79","2"
"2024-01-07",354810,"26.50","1"
"2024-01-07",354870,"22.79","3"
"2024-01-07",354910,"26.75","1"
"2024-01-07",354980,NULL,"16"
"2024-01-07",354990,"25.02","15"
"2024-01-07",355010,"27.73","2"
"2024-01-07",355030,"22.79","67"
"2024-01-07",355070,NULL,"2"
"2024-01-07",355180,"25.96","1"
"2024-01-07",355220,NULL,"8"
"2024-01-07",355240,"27.02","1"
"2024-01-07",355250,"25.16","4"
"2024-01-07",355410,"25.02","20"
"2024-01-07",355480,"25.02","6"
"2024-01-07",355540,NULL,"14"
"2024-01-07",355620,"24.90","4"
"2024-01-07",355650,"24.53","3"
"2024-01-07",355700,NULL,"1"
"2024-01-07",355710,NULL,"9"
"2024-01-08",350070,"27.38","1"
"2024-01-08",350090,"26.07","1"
"2024-01-08",350150,"28.51","1"
"2024-01-08",350160,"26.66","2"
"2024-01-08",350190,"25.74","1"
"2024-01-08",350230,"26.66","1"
"2024-01-08",350320,"25.28","2"
"2024-01-08",350340,"27.38","2"
"2024-01-08",350370,"27.55","7"
"2024-01-08",350390,"25.02","5"
"2024-01-08",350400,"27.82","13"
"2024-01-08",350410,"25.46","8"
"2024-01-08",350450,"27.89","1"
"2024-01-08",350520,"27.52","7"
"2024-01-08",350530,"28.92","1"
"2024-01-08",350550,"26.07","1"
"2024-01-08",350580,"29.32","1"
"2024-01-08",350590,"24.10","5"
"2024-01-08",350600,"27.38","34"
"2024-01-08",350610,"27.13","4"
"2024-01-08",350635,"26.24","20"
"2024-01-08",350650,"30.35","6"
"2024-01-08",350660,"26.24","1"
"2024-01-08",350670,"27.52","1"
"2024-01-08",350700,NULL,"1"
"2024-01-08",350730,"27.38","4"
"2024-01-08",350750,"28.92","36"
"2024-01-08",350760,"25.46","9"
"2024-01-08",350780,"24.71","25"
"2024-01-08",350900,"25.08","6"
"2024-01-08",350950,"25.46","87"
"2024-01-08",351000,"29.01","1"
"2024-01-08",351040,"26.66","4"
"2024-01-08",351050,NULL,"11"
"2024-01-08",351080,"25.61","1"
"2024-01-08",351110,"27.55","10"
"2024-01-08",351170,"26.66","1"
"2024-01-08",351200,"27.13","3"
"2024-01-08",351250,NULL,"1"
"2024-01-08",351300,"25.08","1"
"2024-01-08",351310,"24.71","6"
"2024-01-08",351370,"25.28","1"
"2024-01-08",351380,"25.02","2"
"2024-01-08",351410,"28.92","26"
"2024-01-08",351460,"26.29","1"
"2024-01-08",351492,"27.55","1"
"2024-01-08",351550,"27.82","1"
"2024-01-08",351620,"24.10","15"
"2024-01-08",351640,"25.08","19"
"2024-01-08",351700,"29.80","3"
"2024-01-08",351730,"29.80","1"
"2024-01-08",351740,"26.07","2"
"2024-01-08",351790,"26.07","1"
"2024-01-08",351820,"30.35","1"
"2024-01-08",351830,"26.24","2"
"2024-01-08",351840,"26.05","7"
"2024-01-08",351860,"26.29","1"
"2024-01-08",351870,"26.24","2"
"2024-01-08",351880,"25.02","16"
"2024-01-08",351907,"26.66","4"
"2024-01-08",352050,NULL,"3"
"2024-01-08",352160,"30.32","2"
"2024-01-08",352200,"27.52","1"
"2024-01-08",352230,"26.39","8"
"2024-01-08",352250,"25.08","1"
"2024-01-08",352310,"25.02","1"
"2024-01-08",352340,"25.46","7"
"2024-01-08",352390,NULL,"11"
"2024-01-08",352440,"26.24","52"
"2024-01-08",352480,"27.82","1"
"2024-01-08",352530,"28.92","14"
"2024-01-08",352580,"28.51","1"
"2024-01-08",352590,"25.08","16"
"2024-01-08",352690,"26.66","6"
"2024-01-08",352710,"29.80","1"
"2024-01-08",352720,"26.05","1"
"2024-01-08",352850,"25.02","1"
"2024-01-08",352900,"28.51","33"
"2024-01-08",352930,"26.29","1"
"2024-01-08",352940,"25.02","4"
"2024-01-08",352950,NULL,"1"
"2024-01-08",353010,"30.35","4"
"2024-01-08",353060,"26.24","3"
"2024-01-08",353070,"25.74","3"
"2024-01-08",353130,"27.55","3"
"2024-01-08",353150,"27.13","11"
"2024-01-08",353190,"27.13","3"
"2024-01-08",353360,"24.10","2"
"2024-01-08",353390,"26.07","4"
"2024-01-08",353420,NULL,"1"
"2024-01-08",353440,"25.08","2"
"2024-01-08",353470,"29.01","2"
"2024-01-08",353475,"27.82","1"
"2024-01-08",353510,"27.55","22"
"2024-01-08",353570,"27.55","3"
"2024-01-08",353650,"25.74","7"
"2024-01-08",353670,"27.38","28"
"2024-01-08",353700,"24.10","4"
"2024-01-08",353760,"26.13","2"
"2024-01-08",353800,"19.33","75"
