"dt_notificacao","cd_municipio","casos"
"2024-01-01",350070,"1"
"2024-01-01",350390,"1"
"2024-01-01",350400,"2"
"2024-01-01",350610,"1"
"2024-01-01",350635,"5"
"2024-01-01",350760,"2"
"2024-01-01",350900,"1"
"2024-01-01",350950,"6"
"2024-01-01",351050,"4"
"2024-01-01",351110,"1"
"2024-01-01",351200,"1"
"2024-01-01",351620,"3"
"2024-01-01",351640,"7"
"2024-01-01",351840,"1"
"2024-01-01",351870,"1"
"2024-01-01",351880,"3"
"2024-01-01",352390,"2"
"2024-01-01",352440,"14"
"2024-01-01",352530,"1"
"2024-01-01",352590,"1"
"2024-01-01",352720,"1"
"2024-01-01",352760,"1"
"2024-01-01",352900,"1"
"2024-01-01",353150,"5"
"2024-01-01",353340,"1"
"2024-01-01",353570,"3"
"2024-01-01",353800,"12"
"2024-01-01",353870,"9"
"2024-01-01",353930,"1"
"2024-01-01",354340,"6"
"2024-01-01",354940,"1"
"2024-01-01",354980,"5"
"2024-01-01",354990,"5"
"2024-01-01",355030,"6"
"2024-01-01",355220,"2"
"2024-01-01",355250,"1"
"2024-01-01",355410,"5"
"2024-01-01",355480,"6"
"2024-01-01",355540,"3"
"2024-01-01",355620,"2"
"2024-01-01",355710,"5"
"2024-01-02",350100,"1"
"2024-01-02",350160,"1"
"2024-01-02",350250,"1"
"2024-01-02",350320,"1"
"2024-01-02",350390,"1"
"2024-01-02",350400,"2"
"2024-01-02",350460,"1"
"2024-01-02",350600,"4"
"2024-01-02",350610,"3"
"2024-01-02",350635,"9"
"2024-01-02",350650,"1"
"2024-01-02",350700,"1"
"2024-01-02",350750,"11"
"2024-01-02",350760,"1"
"2024-01-02",350900,"1"
"2024-01-02",350950,"31"
"2024-01-02",351050,"5"
"2024-01-02",351170,"1"
"2024-01-02",351200,"4"
"2024-01-02",351300,"1"
"2024-01-02",351310,"3"
"2024-01-02",351460,"1"
"2024-01-02",351620,"14"
"2024-01-02",351640,"5"
"2024-01-02",351740,"1"
"2024-01-02",351830,"1"
"2024-01-02",351840,"2"
"2024-01-02",351880,"4"
"2024-01-02",352030,"1"
"2024-01-02",352230,"1"
"2024-01-02",352260,"1"
"2024-01-02",352370,"2"
"2024-01-02",352390,"7"
"2024-01-02",352440,"45"
"2024-01-02",352470,"4"
"2024-01-02",352510,"1"
"2024-01-02",352530,"3"
"2024-01-02",352590,"2"
"2024-01-02",352700,"1"
"2024-01-02",352710,"2"
"2024-01-02",352720,"2"
"2024-01-02",352760,"1"
"2024-01-02",352900,"3"
"2024-01-02",352940,"1"
"2024-01-02",353010,"2"
"2024-01-02",353130,"1"
"2024-01-02",353150,"10"
"2024-01-02",353190,"2"
"2024-01-02",353360,"1"
"2024-01-02",353390,"5"
"2024-01-02",353470,"1"
"2024-01-02",353510,"14"
"2024-01-02",353700,"2"
"2024-01-02",353800,"63"
"2024-01-02",353810,"1"
"2024-01-02",353870,"15"
"2024-01-02",353930,"3"
"2024-01-02",353960,"1"
"2024-01-02",354340,"26"
"2024-01-02",354700,"1"
"2024-01-02",354780,"1"
"2024-01-02",354870,"1"
"2024-01-02",354890,"2"
"2024-01-02",354910,"1"
"2024-01-02",354980,"9"
"2024-01-02",354990,"6"
"2024-01-02",355010,"1"
"2024-01-02",355030,"36"
"2024-01-02",355180,"1"
"2024-01-02",355210,"1"
"2024-01-02",355220,"7"
"2024-01-02",355240,"1"
"2024-01-02",355410,"13"
"2024-01-02",355480,"2"
"2024-01-02",355540,"10"
"2024-01-02",355620,"2"
"2024-01-02",355640,"1"
"2024-01-02",355670,"1"
"2024-01-02",355680,"1"
"2024-01-02",355710,"5"
"2024-01-03",350110,"1"
"2024-01-03",350120,"1"
"2024-01-03",350160,"5"
"2024-01-03",350280,"1"
"2024-01-03",350320,"1"
"2024-01-03",350400,"1"
"2024-01-03",350520,"1"
"2024-01-03",350550,"2"
"2024-01-03",350600,"4"
"2024-01-03",350610,"1"
"2024-01-03",350635,"8"
"2024-01-03",350700,"4"
"2024-01-03",350750,"14"
"2024-01-03",350760,"2"
"2024-01-03",350780,"2"
"2024-01-03",350860,"1"
"2024-01-03",350900,"2"
"2024-01-03",350950,"46"
"2024-01-03",351000,"1"
"2024-01-03",351040,"1"
"2024-01-03",351050,"7"
"2024-01-03",351110,"5"
"2024-01-03",351200,"4"
"2024-01-03",351300,"1"
"2024-01-03",351310,"1"
"2024-01-03",351380,"3"
"2024-01-03",351410,"3"
"2024-01-03",351490,"1"
"2024-01-03",351530,"1"
"2024-01-03",351620,"3"
"2024-01-03",351640,"8"
"2024-01-03",351670,"1"
"2024-01-03",351700,"1"
"2024-01-03",351740,"2"
"2024-01-03",351820,"1"
"2024-01-03",351830,"1"
"2024-01-03",351840,"5"
"2024-01-03",351880,"11"
"2024-01-03",351905,"1"
"2024-01-03",352040,"2"
"2024-01-03",352050,"2"
"2024-01-03",352230,"1"
"2024-01-03",352390,"10"
"2024-01-03",352430,"3"
"2024-01-03",352440,"51"
"2024-01-03",352530,"7"
"2024-01-03",352590,"5"
"2024-01-03",352680,"1"
"2024-01-03",352690,"1"
"2024-01-03",352870,"1"
"2024-01-03",352900,"21"
"2024-01-03",353130,"1"
"2024-01-03",353150,"9"
"2024-01-03",353190,"1"
"2024-01-03",353320,"1"
"2024-01-03",353390,"13"
"2024-01-03",353440,"3"
"2024-01-03",353460,"2"
"2024-01-03",353470,"4"
"2024-01-03",353510,"17"
"2024-01-03",353570,"5"
"2024-01-03",353650,"3"
"2024-01-03",353710,"1"
"2024-01-03",353760,"1"
"2024-01-03",353800,"85"
"2024-01-03",353870,"12"
"2024-01-03",353930,"3"
"2024-01-03",354060,"1"
"2024-01-03",354070,"1"
"2024-01-03",354140,"1"
"2024-01-03",354340,"43"
"2024-01-03",354520,"1"
"2024-01-03",354580,"2"
"2024-01-03",354680,"2"
"2024-01-03",354700,"1"
"2024-01-03",354780,"1"
"2024-01-03",354850,"5"
"2024-01-03",354870,"1"
"2024-01-03",354890,"1"
"2024-01-03",354910,"1"
"2024-01-03",354970,"1"
"2024-01-03",354980,"12"
"2024-01-03",354990,"13"
"2024-01-03",355010,"6"
"2024-01-03",355030,"81"
"2024-01-03",355060,"1"
"2024-01-03",355150,"1"
"2024-01-03",355220,"11"
"2024-01-03",355240,"4"
"2024-01-03",355250,"5"
"2024-01-03",355280,"1"
"2024-01-03",355395,"1"
"2024-01-03",355410,"16"
"2024-01-03",355480,"11"
"2024-01-03",355540,"13"
"2024-01-03",355620,"5"
"2024-01-03",355640,"1"
"2024-01-03",355670,"1"
"2024-01-03",355710,"11"
"2024-01-04",350160,"1"
"2024-01-04",350170,"1"
"2024-01-04",350190,"1"
"2024-01-04",350200,"1"
"2024-01-04",350260,"1"
"2024-01-04",350280,"1"
"2024-01-04",350320,"4"
"2024-01-04",350390,"1"
"2024-01-04",350400,"2"
"2024-01-04",350410,"3"
"2024-01-04",350450,"2"
"2024-01-04",350520,"2"
"2024-01-04",350600,"4"
"2024-01-04",350610,"4"
"2024-01-04",350635,"9"
"2024-01-04",350650,"5"
"2024-01-04",350700,"1"
"2024-01-04",350740,"1"
"2024-01-04",350750,"13"
"2024-01-04",350760,"7"
"2024-01-04",350780,"15"
"2024-01-04",350900,"6"
"2024-01-04",350920,"1"
"2024-01-04",350950,"48"
"2024-01-04",350970,"1"
"2024-01-04",351000,"1"
"2024-01-04",351040,"3"
"2024-01-04",351050,"10"
"2024-01-04",351110,"2"
"2024-01-04",351130,"1"
"2024-01-04",351200,"1"
"2024-01-04",351300,"1"
"2024-01-04",351310,"7"
"2024-01-04",351340,"1"
"2024-01-04",351410,"8"
"2024-01-04",351518,"2"
"2024-01-04",351620,"11"
"2024-01-04",351640,"12"
"2024-01-04",351670,"1"
"2024-01-04",351700,"5"
"2024-01-04",351730,"3"
"2024-01-04",351740,"3"
"2024-01-04",351820,"1"
"2024-01-04",351840,"5"
"2024-01-04",351870,"1"
"2024-01-04",351880,"18"
"2024-01-04",351907,"1"
"2024-01-04",352030,"4"
"2024-01-04",352040,"4"
"2024-01-04",352050,"1"
"2024-01-04",352210,"1"
"2024-01-04",352230,"4"
"2024-01-04",352390,"19"
"2024-01-04",352400,"1"
"2024-01-04",352440,"48"
"2024-01-04",352470,"3"
"2024-01-04",352480,"1"
"2024-01-04",352530,"4"
"2024-01-04",352590,"5"
"2024-01-04",352680,"1"
"2024-01-04",352690,"8"
"2024-01-04",352850,"1"
"2024-01-04",352900,"27"
"2024-01-04",352990,"2"
"2024-01-04",353110,"1"
"2024-01-04",353150,"8"
"2024-01-04",353340,"1"
"2024-01-04",353390,"9"
"2024-01-04",353440,"4"
"2024-01-04",353510,"19"
"2024-01-04",353650,"4"
"2024-01-04",353670,"1"
"2024-01-04",353800,"71"
"2024-01-04",353870,"16"
"2024-01-04",353900,"1"
"2024-01-04",353930,"4"
"2024-01-04",353980,"2"
"2024-01-04",354070,"1"
"2024-01-04",354075,"1"
"2024-01-04",354210,"1"
"2024-01-04",354220,"1"
"2024-01-04",354340,"42"
"2024-01-04",354580,"2"
"2024-01-04",354630,"1"
"2024-01-04",354690,"2"
"2024-01-04",354730,"1"
"2024-01-04",354760,"1"
"2024-01-04",354780,"1"
"2024-01-04",354870,"3"
"2024-01-04",354980,"20"
"2024-01-04",354990,"14"
"2024-01-04",355010,"8"
"2024-01-04",355030,"93"
"2024-01-04",355040,"1"
"2024-01-04",355070,"1"
"2024-01-04",355100,"1"
"2024-01-04",355150,"1"
"2024-01-04",355170,"2"
"2024-01-04",355180,"1"
"2024-01-04",355220,"11"
"2024-01-04",355240,"1"
"2024-01-04",355250,"4"
"2024-01-04",355410,"18"
"2024-01-04",355480,"14"
"2024-01-04",355540,"18"
"2024-01-04",355620,"2"
"2024-01-04",355640,"1"
"2024-01-04",355650,"1"
"2024-01-04",355670,"1"
"2024-01-04",355680,"1"
"2024-01-04",355700,"5"
"2024-01-04",355710,"18"
"2024-01-05",350115,"1"
"2024-01-05",350120,"1"
"2024-01-05",350370,"2"
"2024-01-05",350390,"1"
"2024-01-05",350400,"2"
"2024-01-05",350410,"4"
"2024-01-05",350450,"1"
"2024-01-05",350520,"5"
"2024-01-05",350560,"2"
"2024-01-05",350590,"1"
"2024-01-05",350600,"11"
"2024-01-05",350610,"3"
"2024-01-05",350635,"14"
"2024-01-05",350650,"2"
"2024-01-05",350660,"1"
"2024-01-05",350730,"3"
"2024-01-05",350750,"21"
"2024-01-05",350760,"2"
"2024-01-05",350780,"54"
"2024-01-05",350860,"2"
"2024-01-05",350900,"5"
"2024-01-05",350920,"1"
"2024-01-05",350950,"52"
"2024-01-05",351040,"3"
"2024-01-05",351050,"4"
"2024-01-05",351090,"1"
"2024-01-05",351110,"7"
"2024-01-05",351200,"3"
"2024-01-05",351300,"2"
"2024-01-05",351350,"1"
"2024-01-05",351380,"1"
"2024-01-05",351410,"8"
"2024-01-05",351490,"1"
"2024-01-05",351500,"1"
"2024-01-05",351620,"9"
"2024-01-05",351630,"1"
"2024-01-05",351640,"9"
"2024-01-05",351670,"2"
"2024-01-05",351700,"3"
"2024-01-05",351820,"1"
"2024-01-05",351840,"7"
"2024-01-05",351870,"1"
"2024-01-05",351880,"9"
"2024-01-05",351907,"1"
"2024-01-05",352020,"1"
"2024-01-05",352150,"1"
"2024-01-05",352230,"3"
"2024-01-05",352390,"19"
"2024-01-05",352440,"52"
"2024-01-05",352470,"2"
"2024-01-05",352480,"1"
"2024-01-05",352530,"2"
"2024-01-05",352590,"5"
"2024-01-05",352670,"2"
"2024-01-05",352680,"1"
"2024-01-05",352690,"6"
"2024-01-05",352710,"1"
"2024-01-05",352760,"1"
"2024-01-05",352900,"17"
"2024-01-05",352930,"1"
"2024-01-05",353010,"2"
"2024-01-05",353060,"2"
"2024-01-05",353070,"2"
"2024-01-05",353150,"27"
"2024-01-05",353190,"2"
"2024-01-05",353340,"1"
"2024-01-05",353390,"5"
"2024-01-05",353430,"2"
"2024-01-05",353440,"4"
"2024-01-05",353475,"2"
"2024-01-05",353510,"2"
"2024-01-05",353570,"5"
"2024-01-05",353650,"1"
"2024-01-05",353670,"11"
"2024-01-05",353700,"7"
"2024-01-05",353710,"1"
"2024-01-05",353800,"76"
"2024-01-05",353810,"1"
"2024-01-05",353870,"15"
"2024-01-05",353930,"4"
"2024-01-05",354060,"1"
"2024-01-05",354070,"1"
"2024-01-05",354100,"1"
"2024-01-05",354210,"1"
"2024-01-05",354330,"3"
"2024-01-05",354340,"50"
"2024-01-05",354520,"1"
"2024-01-05",354530,"1"
"2024-01-05",354630,"2"
"2024-01-05",354730,"2"
"2024-01-05",354800,"1"
"2024-01-05",354850,"9"
"2024-01-05",354870,"1"
"2024-01-05",354880,"2"
"2024-01-05",354890,"1"
"2024-01-05",354970,"1"
"2024-01-05",354980,"42"
"2024-01-05",354990,"18"
"2024-01-05",355010,"6"
"2024-01-05",355030,"115"
"2024-01-05",355070,"1"
"2024-01-05",355180,"1"
"2024-01-05",355220,"8"
"2024-01-05",355240,"5"
"2024-01-05",355250,"4"
"2024-01-05",355360,"1"
"2024-01-05",355370,"1"
"2024-01-05",355395,"2"
"2024-01-05",355410,"22"
"2024-01-05",355480,"7"
"2024-01-05",355540,"12"
"2024-01-05",355620,"5"
"2024-01-05",355650,"1"
"2024-01-05",355700,"4"
"2024-01-05",355710,"13"
"2024-01-05",355720,"1"
"2024-01-06",350070,"1"
"2024-01-06",350160,"2"
"2024-01-06",350390,"1"
"2024-01-06",350400,"2"
"2024-01-06",350410,"1"
"2024-01-06",350590,"3"
"2024-01-06",350600,"3"
"2024-01-06",350610,"1"
"2024-01-06",350635,"9"
"2024-01-06",350700,"1"
"2024-01-06",350730,"14"
"2024-01-06",350750,"2"
"2024-01-06",350760,"4"
"2024-01-06",350780,"8"
"2024-01-06",350850,"1"
"2024-01-06",350860,"1"
"2024-01-06",350900,"4"
"2024-01-06",350920,"1"
"2024-01-06",350950,"30"
"2024-01-06",351040,"2"
"2024-01-06",351050,"2"
"2024-01-06",351110,"9"
"2024-01-06",351310,"10"
"2024-01-06",351380,"1"
"2024-01-06",351410,"7"
"2024-01-06",351500,"2"
"2024-01-06",351550,"1"
"2024-01-06",351620,"7"
"2024-01-06",351640,"7"
"2024-01-06",351670,"1"
"2024-01-06",351700,"3"
"2024-01-06",351820,"1"
"2024-01-06",351840,"2"
"2024-01-06",351880,"10"
"2024-01-06",352040,"1"
"2024-01-06",352050,"1"
"2024-01-06",352230,"2"
"2024-01-06",352240,"1"
"2024-01-06",352310,"1"
"2024-01-06",352390,"19"
"2024-01-06",352440,"25"
"2024-01-06",352530,"2"
"2024-01-06",352590,"4"
"2024-01-06",352680,"1"
"2024-01-06",352710,"3"
"2024-01-06",352720,"2"
"2024-01-06",352850,"1"
"2024-01-06",352940,"2"
"2024-01-06",353060,"3"
"2024-01-06",353080,"1"
"2024-01-06",353150,"4"
"2024-01-06",353190,"2"
"2024-01-06",353390,"9"
"2024-01-06",353440,"2"
"2024-01-06",353470,"1"
"2024-01-06",353510,"8"
"2024-01-06",353570,"2"
"2024-01-06",353600,"1"
"2024-01-06",353760,"1"
"2024-01-06",353800,"72"
"2024-01-06",353810,"1"
"2024-01-06",353870,"22"
"2024-01-06",353930,"2"
"2024-01-06",353960,"1"
"2024-01-06",354075,"3"
"2024-01-06",354140,"2"
"2024-01-06",354210,"1"
"2024-01-06",354250,"1"
"2024-01-06",354330,"1"
"2024-01-06",354340,"33"
"2024-01-06",354390,"2"
"2024-01-06",354480,"1"
"2024-01-06",354580,"1"
"2024-01-06",354730,"1"
"2024-01-06",354760,"1"
"2024-01-06",354780,"2"
"2024-01-06",354890,"1"
"2024-01-06",354910,"2"
"2024-01-06",354970,"1"
"2024-01-06",354980,"34"
"2024-01-06",354990,"6"
"2024-01-06",355010,"5"
"2024-01-06",355030,"62"
"2024-01-06",355170,"1"
"2024-01-06",355220,"10"
"2024-01-06",355240,"1"
"2024-01-06",355365,"1"
"2024-01-06",355410,"11"
"2024-01-06",355480,"1"
"2024-01-06",355500,"2"
"2024-01-06",355540,"12"
"2024-01-06",355620,"5"
"2024-01-06",355650,"1"
"2024-01-06",355670,"3"
"2024-01-06",355710,"8"
"2024-01-07",350160,"2"
"2024-01-07",350180,"1"
"2024-01-07",350190,"1"
"2024-01-07",350390,"1"
"2024-01-07",350400,"1"
"2024-01-07",350410,"1"
"2024-01-07",350570,"3"
"2024-01-07",350590,"2"
"2024-01-07",350600,"4"
"2024-01-07",350610,"3"
"2024-01-07",350635,"11"
"2024-01-07",350650,"1"
"2024-01-07",350730,"3"
"2024-01-07",350750,"1"
"2024-01-07",350760,"4"
"2024-01-07",350850,"1"
"2024-01-07",350950,"28"
"2024-01-07",350970,"1"
"2024-01-07",351000,"1"
"2024-01-07",351040,"1"
"2024-01-07",351050,"1"
"2024-01-07",351110,"7"
"2024-01-07",351200,"2"
"2024-01-07",351230,"1"
"2024-01-07",351300,"1"
"2024-01-07",351310,"14"
"2024-01-07",351320,"1"
"2024-01-07",351380,"1"
"2024-01-07",351460,"1"
"2024-01-07",351500,"1"
"2024-01-07",351620,"6"
"2024-01-07",351640,"18"
"2024-01-07",351740,"1"
"2024-01-07",351840,"4"
"2024-01-07",351880,"10"
"2024-01-07",351905,"1"
"2024-01-07",352020,"1"
"2024-01-07",352040,"1"
"2024-01-07",352050,"1"
"2024-01-07",352230,"2"
"2024-01-07",352310,"1"
"2024-01-07",352340,"1"
"2024-01-07",352390,"15"
"2024-01-07",352440,"55"
"2024-01-07",352450,"1"
"2024-01-07",352530,"4"
"2024-01-07",352590,"2"
"2024-01-07",352690,"2"
"2024-01-07",352710,"1"
"2024-01-07",352850,"1"
"2024-01-07",352940,"1"
"2024-01-07",353030,"1"
"2024-01-07",353150,"12"
"2024-01-07",353190,"1"
"2024-01-07",353390,"9"
"2024-01-07",353440,"4"
"2024-01-07",353470,"1"
"2024-01-07",353510,"9"
"2024-01-07",353650,"5"
"2024-01-07",353700,"1"
"2024-01-07",353800,"80"
"2024-01-07",353870,"19"
"2024-01-07",354070,"1"
"2024-01-07",354075,"1"
"2024-01-07",354270,"2"
"2024-01-07",354330,"1"
"2024-01-07",354340,"34"
"2024-01-07",354390,"2"
"2024-01-07",354430,"1"
"2024-01-07",354530,"1"
"2024-01-07",354680,"1"
"2024-01-07",354730,"1"
"2024-01-07",354780,"2"
"2024-01-07",354810,"1"
"2024-01-07",354870,"3"
"2024-01-07",354910,"1"
"2024-01-07",354980,"16"
"2024-01-07",354990,"15"
"2024-01-07",355010,"2"
"2024-01-07",355030,"67"
"2024-01-07",355070,"2"
"2024-01-07",355180,"1"
"2024-01-07",355220,"8"
"2024-01-07",355240,"1"
"2024-01-07",355250,"4"
"2024-01-07",355410,"20"
"2024-01-07",355480,"6"
"2024-01-07",355540,"14"
"2024-01-07",355620,"4"
"2024-01-07",355650,"3"
"2024-01-07",355700,"1"
"2024-01-07",355710,"9"
"2024-01-08",350070,"1"
"2024-01-08",350090,"1"
"2024-01-08",350150,"1"
"2024-01-08",350160,"2"
"2024-01-08",350190,"1"
"2024-01-08",350230,"1"
"2024-01-08",350320,"2"
"2024-01-08",350340,"2"
"2024-01-08",350370,"7"
"2024-01-08",350390,"5"
"2024-01-08",350400,"13"
"2024-01-08",350410,"8"
"2024-01-08",350450,"1"
"2024-01-08",350520,"7"
"2024-01-08",350530,"1"
"2024-01-08",350550,"1"
"2024-01-08",350580,"1"
"2024-01-08",350590,"5"
"2024-01-08",350600,"34"
"2024-01-08",350610,"4"
"2024-01-08",350635,"20"
"2024-01-08",350650,"6"
"2024-01-08",350660,"1"
"2024-01-08",350670,"1"
"2024-01-08",350700,"1"
"2024-01-08",350730,"4"
"2024-01-08",350750,"36"
"2024-01-08",350760,"9"
"2024-01-08",350780,"25"
"2024-01-08",350900,"6"
"2024-01-08",350950,"87"
"2024-01-08",351000,"1"
"2024-01-08",351040,"4"
"2024-01-08",351050,"11"
"2024-01-08",351080,"1"
"2024-01-08",351110,"10"
"2024-01-08",351170,"1"
"2024-01-08",351200,"3"
"2024-01-08",351250,"1"
"2024-01-08",351300,"1"
"2024-01-08",351310,"6"
"2024-01-08",351370,"1"
"2024-01-08",351380,"2"
"2024-01-08",351410,"26"
"2024-01-08",351460,"1"
"2024-01-08",351492,"1"
"2024-01-08",351550,"1"
"2024-01-08",351620,"15"
"2024-01-08",351640,"19"
"2024-01-08",351700,"3"
"2024-01-08",351730,"1"
"2024-01-08",351740,"2"
"2024-01-08",351790,"1"
"2024-01-08",351820,"1"
"2024-01-08",351830,"2"
"2024-01-08",351840,"7"
"2024-01-08",351860,"1"
"2024-01-08",351870,"2"
"2024-01-08",351880,"16"
"2024-01-08",351907,"4"
"2024-01-08",352050,"3"
"2024-01-08",352160,"2"
"2024-01-08",352200,"1"
"2024-01-08",352230,"8"
"2024-01-08",352250,"1"
"2024-01-08",352310,"1"
"2024-01-08",352340,"7"
"2024-01-08",352390,"11"
"2024-01-08",352440,"52"
"2024-01-08",352480,"1"
"2024-01-08",352530,"14"
"2024-01-08",352580,"1"
"2024-01-08",352590,"16"
"2024-01-08",352690,"6"
"2024-01-08",352710,"1"
"2024-01-08",352720,"1"
"2024-01-08",352850,"1"
"2024-01-08",352900,"33"
"2024-01-08",352930,"1"
"2024-01-08",352940,"4"
"2024-01-08",352950,"1"
"2024-01-08",353010,"4"
"2024-01-08",353060,"3"
"2024-01-08",353070,"3"
"2024-01-08",353130,"3"
"2024-01-08",353150,"11"
"2024-01-08",353190,"3"
"2024-01-08",353360,"2"
"2024-01-08",353390,"4"
"2024-01-08",353420,"1"
"2024-01-08",353440,"2"
"2024-01-08",353470,"2"
"2024-01-08",353475,"1"
"2024-01-08",353510,"22"
"2024-01-08",353570,"3"
"2024-01-08",353650,"7"
"2024-01-08",353670,"28"
"2024-01-08",353700,"4"
"2024-01-08",353760,"2"
"2024-01-08",353800,"75"
"2024-01-08",353810,"4"
"2024-01-08",353870,"37"
"2024-01-08",353900,"1"
"2024-01-08",353930,"10"
"2024-01-08",353960,"1"
"2024-01-08",353980,"2"
"2024-01-08",354000,"2"
"2024-01-08",354100,"2"
"2024-01-08",354140,"1"
"2024-01-08",354170,"1"
"2024-01-08",354270,"1"
"2024-01-08",354340,"64"
"2024-01-08",354480,"1"
"2024-01-08",354520,"1"
"2024-01-08",354530,"1"
"2024-01-08",354580,"8"
"2024-01-08",354630,"2"
"2024-01-08",354640,"1"
"2024-01-08",354680,"1"
"2024-01-08",354700,"1"
"2024-01-08",354780,"8"
"2024-01-08",354800,"1"
"2024-01-08",354850,"3"
"2024-01-08",354870,"8"
"2024-01-08",354880,"7"
"2024-01-08",354890,"4"
"2024-01-08",354910,"3"
"2024-01-08",354940,"1"
"2024-01-08",354970,"2"
"2024-01-08",354980,"38"
"2024-01-08",354990,"26"
"2024-01-08",355010,"3"
"2024-01-08",355030,"193"
"2024-01-08",355060,"2"
"2024-01-08",355070,"1"
"2024-01-08",355150,"1"
"2024-01-08",355210,"1"
"2024-01-08",355220,"15"
"2024-01-08",355240,"2"
"2024-01-08",355250,"3"
"2024-01-08",355280,"1"
"2024-01-08",355340,"1"
"2024-01-08",355395,"1"
"2024-01-08",355410,"20"
"2024-01-08",355430,"1"
"2024-01-08",355480,"2"
"2024-01-08",355540,"13"
"2024-01-08",355550,"3"
"2024-01-08",355620,"3"
"2024-01-08",355640,"1"
"2024-01-08",355650,"2"
"2024-01-08",355710,"16"
"2024-01-09",350010,"1"
"2024-01-09",350110,"1"
"2024-01-09",350160,"2"
"2024-01-09",350190,"2"
"2024-01-09",350200,"1"
"2024-01-09",350275,"1"
"2024-01-09",350280,"5"
"2024-01-09",350320,"3"
"2024-01-09",350370,"1"
"2024-01-09",350390,"4"
"2024-01-09",350400,"9"
"2024-01-09",350410,"4"
"2024-01-09",350420,"1"
"2024-01-09",350520,"11"
"2024-01-09",350530,"2"
"2024-01-09",350570,"1"
"2024-01-09",350600,"4"
"2024-01-09",350610,"13"
"2024-01-09",350635,"17"
"2024-01-09",350650,"1"
"2024-01-09",350700,"6"
"2024-01-09",350730,"6"
"2024-01-09",350740,"1"
"2024-01-09",350750,"32"
"2024-01-09",350760,"6"
"2024-01-09",350780,"56"
"2024-01-09",350850,"1"
"2024-01-09",350900,"2"
"2024-01-09",350950,"87"
"2024-01-09",351040,"7"
"2024-01-09",351050,"3"
"2024-01-09",351060,"1"
"2024-01-09",351110,"9"
"2024-01-09",351170,"1"
"2024-01-09",351200,"3"
"2024-01-09",351310,"8"
"2024-01-09",351350,"4"
"2024-01-09",351360,"1"
"2024-01-09",351380,"4"
"2024-01-09",351410,"13"
"2024-01-09",351440,"1"
"2024-01-09",351490,"1"
"2024-01-09",351500,"1"
"2024-01-09",351620,"8"
"2024-01-09",351640,"21"
"2024-01-09",351670,"3"
"2024-01-09",351700,"1"
"2024-01-09",351740,"3"
"2024-01-09",351840,"6"
"2024-01-09",351850,"1"
"2024-01-09",351870,"3"
"2024-01-09",351880,"13"
"2024-01-09",351907,"3"
"2024-01-09",351920,"1"
"2024-01-09",352000,"1"
"2024-01-09",352030,"10"
"2024-01-09",352040,"1"
"2024-01-09",352050,"4"
"2024-01-09",352140,"2"
"2024-01-09",352210,"2"
"2024-01-09",352230,"1"
"2024-01-09",352260,"1"
"2024-01-09",352340,"4"
"2024-01-09",352390,"14"
"2024-01-09",352400,"1"
"2024-01-09",352430,"1"
"2024-01-09",352440,"48"
"2024-01-09",352470,"1"
"2024-01-09",352510,"1"
"2024-01-09",352530,"2"
"2024-01-09",352590,"13"
"2024-01-09",352680,"3"
"2024-01-09",352690,"14"
"2024-01-09",352700,"1"
"2024-01-09",352710,"1"
"2024-01-09",352760,"1"
"2024-01-09",352850,"3"
"2024-01-09",352900,"28"
"2024-01-09",352980,"1"
"2024-01-09",353050,"2"
"2024-01-09",353060,"3"
"2024-01-09",353070,"1"
"2024-01-09",353130,"4"
"2024-01-09",353150,"13"
"2024-01-09",353190,"2"
"2024-01-09",353350,"1"
"2024-01-09",353390,"9"
"2024-01-09",353440,"10"
"2024-01-09",353470,"1"
"2024-01-09",353510,"14"
"2024-01-09",353570,"2"
"2024-01-09",353625,"2"
"2024-01-09",353650,"12"
"2024-01-09",353660,"1"
"2024-01-09",353670,"21"
"2024-01-09",353700,"3"
"2024-01-09",353760,"1"
"2024-01-09",353800,"87"
"2024-01-09",353870,"51"
"2024-01-09",353930,"8"
"2024-01-09",354000,"1"
"2024-01-09",354075,"2"
"2024-01-09",354080,"1"
"2024-01-09",354100,"1"
"2024-01-09",354220,"1"
"2024-01-09",354260,"1"
"2024-01-09",354270,"1"
"2024-01-09",354330,"2"
"2024-01-09",354340,"87"
"2024-01-09",354390,"3"
"2024-01-09",354430,"1"
"2024-01-09",354440,"1"
"2024-01-09",354480,"2"
"2024-01-09",354580,"1"
"2024-01-09",354625,"1"
"2024-01-09",354630,"2"
"2024-01-09",354660,"2"
"2024-01-09",354680,"2"
"2024-01-09",354780,"6"
"2024-01-09",354850,"16"
"2024-01-09",354870,"3"
"2024-01-09",354890,"3"
"2024-01-09",354940,"2"
"2024-01-09",354980,"36"
"2024-01-09",354990,"22"
"2024-01-09",355010,"7"
"2024-01-09",355030,"164"
"2024-01-09",355150,"1"
"2024-01-09",355180,"1"
"2024-01-09",355220,"14"
"2024-01-09",355240,"2"
"2024-01-09",355250,"6"
"2024-01-09",355260,"1"
"2024-01-09",355280,"2"
"2024-01-09",355410,"19"
"2024-01-09",355470,"1"
"2024-01-09",355480,"2"
"2024-01-09",355540,"7"
"2024-01-09",355560,"1"
"2024-01-09",355620,"9"
"2024-01-09",355640,"1"
"2024-01-09",355650,"1"
"2024-01-09",355660,"1"
"2024-01-09",355680,"1"
"2024-01-09",355700,"5"
