"dt_notificacao","cd_municipio","casos"
"2024-03-18",355660,"6"
"2024-03-18",355670,"27"
"2024-03-18",355680,"3"
"2024-03-18",355690,"6"
"2024-03-18",355700,"80"
"2024-03-18",355710,"99"
"2024-03-18",355720,"5"
"2024-03-19",350010,"1"
"2024-03-19",350030,"4"
"2024-03-19",350050,"12"
"2024-03-19",350055,"5"
"2024-03-19",350070,"5"
"2024-03-19",350075,"2"
"2024-03-19",350080,"1"
"2024-03-19",350100,"2"
"2024-03-19",350115,"4"
"2024-03-19",350120,"1"
"2024-03-19",350140,"1"
"2024-03-19",350160,"52"
"2024-03-19",350170,"4"
"2024-03-19",350190,"6"
"2024-03-19",350200,"12"
"2024-03-19",350210,"1"
"2024-03-19",350220,"6"
"2024-03-19",350250,"11"
"2024-03-19",350260,"1"
"2024-03-19",350270,"2"
"2024-03-19",350275,"7"
"2024-03-19",350280,"2"
"2024-03-19",350290,"2"
"2024-03-19",350315,"4"
"2024-03-19",350320,"18"
"2024-03-19",350330,"14"
"2024-03-19",350340,"8"
"2024-03-19",350350,"1"
"2024-03-19",350360,"4"
"2024-03-19",350370,"12"
"2024-03-19",350380,"8"
"2024-03-19",350390,"32"
"2024-03-19",350400,"7"
"2024-03-19",350410,"126"
"2024-03-19",350450,"17"
"2024-03-19",350460,"7"
"2024-03-19",350490,"19"
"2024-03-19",350520,"28"
"2024-03-19",350550,"35"
"2024-03-19",350560,"9"
"2024-03-19",350570,"45"
"2024-03-19",350590,"29"
"2024-03-19",350600,"75"
"2024-03-19",350610,"75"
"2024-03-19",350630,"17"
"2024-03-19",350635,"7"
"2024-03-19",350650,"31"
"2024-03-19",350660,"17"
"2024-03-19",350680,"2"
"2024-03-19",350690,"1"
"2024-03-19",350700,"35"
"2024-03-19",350710,"6"
"2024-03-19",350730,"6"
"2024-03-19",350740,"3"
"2024-03-19",350750,"205"
"2024-03-19",350760,"100"
"2024-03-19",350780,"6"
"2024-03-19",350790,"9"
"2024-03-19",350810,"1"
"2024-03-19",350820,"1"
"2024-03-19",350830,"1"
"2024-03-19",350840,"2"
"2024-03-19",350850,"58"
"2024-03-19",350860,"9"
"2024-03-19",350870,"19"
"2024-03-19",350880,"2"
"2024-03-19",350890,"4"
"2024-03-19",350900,"63"
"2024-03-19",350920,"21"
"2024-03-19",350925,"2"
"2024-03-19",350930,"2"
"2024-03-19",350945,"4"
"2024-03-19",350950,"1364"
"2024-03-19",350960,"8"
"2024-03-19",350970,"7"
"2024-03-19",350990,"7"
"2024-03-19",350995,"5"
"2024-03-19",351000,"6"
"2024-03-19",351020,"3"
"2024-03-19",351030,"5"
"2024-03-19",351040,"27"
"2024-03-19",351050,"98"
"2024-03-19",351060,"26"
"2024-03-19",351080,"14"
"2024-03-19",351090,"1"
"2024-03-19",351110,"49"
"2024-03-19",351120,"2"
"2024-03-19",351130,"1"
"2024-03-19",351140,"2"
"2024-03-19",351160,"1"
"2024-03-19",351170,"8"
"2024-03-19",351200,"5"
"2024-03-19",351220,"1"
"2024-03-19",351230,"2"
"2024-03-19",351240,"3"
"2024-03-19",351250,"1"
"2024-03-19",351260,"1"
"2024-03-19",351280,"17"
"2024-03-19",351290,"1"
"2024-03-19",351300,"37"
"2024-03-19",351310,"15"
"2024-03-19",351320,"1"
"2024-03-19",351340,"3"
"2024-03-19",351350,"4"
"2024-03-19",351360,"3"
"2024-03-19",351370,"14"
"2024-03-19",351380,"90"
"2024-03-19",351390,"1"
"2024-03-19",351400,"1"
"2024-03-19",351410,"78"
"2024-03-19",351420,"2"
"2024-03-19",351440,"2"
"2024-03-19",351460,"17"
"2024-03-19",351480,"11"
"2024-03-19",351490,"4"
"2024-03-19",351492,"5"
"2024-03-19",351495,"1"
"2024-03-19",351500,"14"
"2024-03-19",351510,"7"
"2024-03-19",351515,"3"
"2024-03-19",351518,"38"
"2024-03-19",351519,"1"
"2024-03-19",351520,"1"
"2024-03-19",351540,"12"
"2024-03-19",351550,"6"
"2024-03-19",351565,"1"
"2024-03-19",351570,"56"
"2024-03-19",351610,"1"
"2024-03-19",351620,"199"
"2024-03-19",351630,"7"
"2024-03-19",351640,"128"
"2024-03-19",351670,"7"
"2024-03-19",351685,"1"
"2024-03-19",351700,"9"
"2024-03-19",351730,"1"
"2024-03-19",351740,"4"
"2024-03-19",351750,"2"
"2024-03-19",351760,"1"
"2024-03-19",351770,"1"
"2024-03-19",351790,"2"
"2024-03-19",351810,"1"
"2024-03-19",351820,"15"
"2024-03-19",351830,"13"
"2024-03-19",351840,"85"
"2024-03-19",351850,"2"
"2024-03-19",351860,"6"
"2024-03-19",351870,"109"
"2024-03-19",351880,"640"
"2024-03-19",351885,"1"
"2024-03-19",351900,"2"
"2024-03-19",351905,"11"
"2024-03-19",351907,"24"
"2024-03-19",351910,"11"
"2024-03-19",351920,"1"
"2024-03-19",351930,"5"
"2024-03-19",351950,"4"
"2024-03-19",351960,"8"
"2024-03-19",351970,"8"
"2024-03-19",352000,"8"
"2024-03-19",352020,"4"
"2024-03-19",352030,"34"
"2024-03-19",352040,"65"
"2024-03-19",352042,"15"
"2024-03-19",352044,"1"
"2024-03-19",352050,"49"
"2024-03-19",352090,"1"
"2024-03-19",352100,"2"
"2024-03-19",352110,"4"
"2024-03-19",352140,"9"
"2024-03-19",352170,"4"
"2024-03-19",352180,"3"
"2024-03-19",352200,"3"
"2024-03-19",352210,"44"
"2024-03-19",352220,"29"
"2024-03-19",352230,"34"
"2024-03-19",352240,"5"
"2024-03-19",352250,"9"
"2024-03-19",352260,"161"
"2024-03-19",352280,"3"
"2024-03-19",352290,"9"
"2024-03-19",352310,"17"
"2024-03-19",352320,"6"
"2024-03-19",352340,"86"
"2024-03-19",352350,"2"
"2024-03-19",352360,"9"
"2024-03-19",352380,"6"
"2024-03-19",352390,"199"
"2024-03-19",352400,"5"
"2024-03-19",352430,"11"
"2024-03-19",352440,"443"
"2024-03-19",352460,"9"
"2024-03-19",352470,"58"
"2024-03-19",352480,"7"
"2024-03-19",352490,"2"
"2024-03-19",352510,"1"
"2024-03-19",352520,"10"
"2024-03-19",352530,"85"
"2024-03-19",352540,"9"
"2024-03-19",352550,"8"
"2024-03-19",352590,"237"
"2024-03-19",352610,"2"
"2024-03-19",352630,"3"
"2024-03-19",352640,"1"
"2024-03-19",352650,"1"
"2024-03-19",352660,"10"
"2024-03-19",352670,"60"
"2024-03-19",352680,"25"
"2024-03-19",352690,"106"
"2024-03-19",352700,"2"
"2024-03-19",352710,"3"
"2024-03-19",352720,"126"
"2024-03-19",352730,"3"
"2024-03-19",352760,"4"
"2024-03-19",352770,"3"
"2024-03-19",352800,"7"
"2024-03-19",352840,"1"
"2024-03-19",352850,"152"
"2024-03-19",352860,"5"
"2024-03-19",352880,"2"
"2024-03-19",352900,"106"
"2024-03-19",352920,"1"
"2024-03-19",352930,"8"
"2024-03-19",352940,"97"
"2024-03-19",352950,"1"
"2024-03-19",352980,"59"
"2024-03-19",352990,"1"
"2024-03-19",353040,"1"
"2024-03-19",353050,"37"
"2024-03-19",353060,"281"
"2024-03-19",353070,"13"
"2024-03-19",353080,"20"
"2024-03-19",353090,"1"
"2024-03-19",353110,"27"
"2024-03-19",353120,"3"
"2024-03-19",353130,"8"
"2024-03-19",353150,"1"
"2024-03-19",353180,"32"
"2024-03-19",353190,"5"
"2024-03-19",353200,"6"
"2024-03-19",353215,"1"
"2024-03-19",353230,"2"
"2024-03-19",353340,"59"
"2024-03-19",353360,"2"
"2024-03-19",353380,"1"
"2024-03-19",353390,"48"
"2024-03-19",353400,"1"
"2024-03-19",353420,"1"
"2024-03-19",353440,"197"
"2024-03-19",353450,"1"
"2024-03-19",353470,"21"
"2024-03-19",353475,"1"
"2024-03-19",353490,"1"
"2024-03-19",353500,"2"
"2024-03-19",353510,"6"
"2024-03-19",353530,"1"
"2024-03-19",353550,"31"
"2024-03-19",353560,"11"
"2024-03-19",353570,"7"
"2024-03-19",353580,"1"
"2024-03-19",353600,"1"
"2024-03-19",353610,"4"
"2024-03-19",353620,"10"
"2024-03-19",353625,"6"
"2024-03-19",353630,"5"
"2024-03-19",353640,"1"
"2024-03-19",353650,"34"
"2024-03-19",353660,"9"
"2024-03-19",353670,"27"
"2024-03-19",353710,"25"
"2024-03-19",353715,"1"
"2024-03-19",353740,"1"
"2024-03-19",353760,"9"
"2024-03-19",353770,"1"
"2024-03-19",353780,"2"
"2024-03-19",353790,"2"
"2024-03-19",353800,"319"
"2024-03-19",353810,"6"
"2024-03-19",353850,"6"
"2024-03-19",353860,"11"
"2024-03-19",353870,"190"
"2024-03-19",353880,"17"
"2024-03-19",353890,"1"
"2024-03-19",353900,"14"
"2024-03-19",353930,"85"
"2024-03-19",353950,"9"
"2024-03-19",353960,"1"
"2024-03-19",353970,"2"
"2024-03-19",353980,"68"
"2024-03-19",354000,"3"
"2024-03-19",354020,"16"
"2024-03-19",354060,"6"
"2024-03-19",354070,"19"
"2024-03-19",354075,"19"
"2024-03-19",354100,"14"
"2024-03-19",354140,"3"
"2024-03-19",354170,"1"
"2024-03-19",354210,"33"
"2024-03-19",354220,"2"
"2024-03-19",354250,"7"
"2024-03-19",354260,"16"
"2024-03-19",354270,"9"
"2024-03-19",354290,"5"
"2024-03-19",354310,"1"
"2024-03-19",354320,"2"
"2024-03-19",354330,"15"
"2024-03-19",354340,"388"
"2024-03-19",354350,"2"
"2024-03-19",354360,"2"
"2024-03-19",354370,"3"
"2024-03-19",354390,"18"
"2024-03-19",354400,"1"
"2024-03-19",354410,"4"
"2024-03-19",354420,"2"
"2024-03-19",354430,"5"
"2024-03-19",354440,"1"
"2024-03-19",354450,"1"
"2024-03-19",354470,"8"
"2024-03-19",354480,"2"
"2024-03-19",354500,"3"
"2024-03-19",354515,"9"
"2024-03-19",354520,"45"
"2024-03-19",354530,"2"
"2024-03-19",354550,"1"
"2024-03-19",354560,"3"
"2024-03-19",354580,"38"
"2024-03-19",354600,"79"
"2024-03-19",354620,"1"
"2024-03-19",354625,"7"
"2024-03-19",354630,"45"
"2024-03-19",354640,"5"
"2024-03-19",354660,"1"
"2024-03-19",354670,"7"
"2024-03-19",354680,"63"
"2024-03-19",354690,"1"
"2024-03-19",354730,"47"
"2024-03-19",354750,"2"
"2024-03-19",354760,"2"
"2024-03-19",354770,"2"
"2024-03-19",354780,"201"
"2024-03-19",354790,"3"
"2024-03-19",354800,"56"
"2024-03-19",354810,"7"
"2024-03-19",354820,"2"
"2024-03-19",354850,"113"
"2024-03-19",354860,"4"
"2024-03-19",354870,"100"
"2024-03-19",354880,"161"
"2024-03-19",354890,"60"
"2024-03-19",354910,"49"
"2024-03-19",354940,"1"
"2024-03-19",354970,"70"
"2024-03-19",354980,"105"
"2024-03-19",354990,"811"
"2024-03-19",354995,"1"
"2024-03-19",355000,"13"
"2024-03-19",355010,"48"
"2024-03-19",355020,"1"
"2024-03-19",355030,"5957"
"2024-03-19",355040,"8"
"2024-03-19",355060,"10"
"2024-03-19",355070,"50"
"2024-03-19",355080,"4"
"2024-03-19",355090,"1"
"2024-03-19",355100,"9"
"2024-03-19",355110,"1"
"2024-03-19",355120,"2"
"2024-03-19",355140,"2"
"2024-03-19",355150,"92"
"2024-03-19",355160,"1"
"2024-03-19",355170,"14"
"2024-03-19",355180,"2"
"2024-03-19",355190,"2"
"2024-03-19",355210,"50"
"2024-03-19",355220,"306"
"2024-03-19",355240,"84"
"2024-03-19",355250,"80"
"2024-03-19",355260,"8"
"2024-03-19",355270,"1"
"2024-03-19",355280,"21"
"2024-03-19",355300,"39"
"2024-03-19",355320,"1"
"2024-03-19",355330,"19"
"2024-03-19",355360,"18"
"2024-03-19",355365,"1"
"2024-03-19",355390,"1"
"2024-03-19",355395,"1"
"2024-03-19",355400,"1"
"2024-03-19",355410,"412"
"2024-03-19",355430,"2"
"2024-03-19",355440,"1"
"2024-03-19",355450,"4"
"2024-03-19",355480,"32"
"2024-03-19",355500,"7"
"2024-03-19",355510,"1"
"2024-03-19",355535,"1"
"2024-03-19",355540,"84"
"2024-03-19",355550,"1"
"2024-03-19",355600,"4"
"2024-03-19",355620,"44"
"2024-03-19",355630,"2"
"2024-03-19",355635,"9"
"2024-03-19",355640,"59"
"2024-03-19",355645,"19"
"2024-03-19",355650,"35"
"2024-03-19",355660,"4"
"2024-03-19",355670,"30"
"2024-03-19",355680,"3"
"2024-03-19",355690,"12"
"2024-03-19",355700,"60"
"2024-03-19",355710,"109"
"2024-03-20",350010,"1"
"2024-03-20",350030,"3"
"2024-03-20",350040,"5"
"2024-03-20",350050,"17"
"2024-03-20",350055,"3"
"2024-03-20",350070,"2"
"2024-03-20",350075,"2"
"2024-03-20",350100,"1"
"2024-03-20",350115,"10"
"2024-03-20",350150,"4"
"2024-03-20",350160,"35"
"2024-03-20",350190,"11"
"2024-03-20",350200,"25"
"2024-03-20",350220,"7"
"2024-03-20",350230,"1"
"2024-03-20",350250,"5"
"2024-03-20",350270,"2"
"2024-03-20",350275,"5"
"2024-03-20",350280,"2"
"2024-03-20",350290,"2"
"2024-03-20",350315,"2"
"2024-03-20",350320,"31"
"2024-03-20",350330,"8"
"2024-03-20",350340,"4"
"2024-03-20",350350,"3"
"2024-03-20",350360,"11"
"2024-03-20",350370,"11"
"2024-03-20",350380,"8"
"2024-03-20",350390,"35"
"2024-03-20",350400,"2"
"2024-03-20",350410,"125"
"2024-03-20",350450,"29"
"2024-03-20",350460,"7"
"2024-03-20",350480,"2"
"2024-03-20",350490,"1"
"2024-03-20",350520,"24"
"2024-03-20",350530,"6"
"2024-03-20",350550,"32"
"2024-03-20",350560,"9"
"2024-03-20",350570,"84"
"2024-03-20",350580,"1"
"2024-03-20",350590,"57"
"2024-03-20",350600,"61"
"2024-03-20",350610,"40"
"2024-03-20",350630,"25"
"2024-03-20",350635,"24"
"2024-03-20",350650,"11"
"2024-03-20",350660,"24"
"2024-03-20",350680,"2"
"2024-03-20",350700,"39"
"2024-03-20",350710,"11"
"2024-03-20",350730,"3"
"2024-03-20",350740,"3"
"2024-03-20",350750,"157"
"2024-03-20",350760,"214"
"2024-03-20",350775,"1"
"2024-03-20",350780,"19"
"2024-03-20",350790,"15"
"2024-03-20",350800,"3"
"2024-03-20",350810,"1"
"2024-03-20",350840,"13"
"2024-03-20",350850,"71"
"2024-03-20",350860,"7"
"2024-03-20",350870,"11"
"2024-03-20",350880,"2"
"2024-03-20",350890,"1"
"2024-03-20",350900,"49"
"2024-03-20",350920,"15"
"2024-03-20",350945,"2"
"2024-03-20",350950,"1144"
"2024-03-20",350960,"4"
"2024-03-20",350970,"4"
"2024-03-20",350990,"14"
"2024-03-20",350995,"5"
"2024-03-20",351000,"9"
"2024-03-20",351020,"2"
"2024-03-20",351030,"11"
"2024-03-20",351040,"77"
"2024-03-20",351050,"138"
"2024-03-20",351060,"20"
"2024-03-20",351070,"1"
"2024-03-20",351080,"19"
"2024-03-20",351090,"4"
"2024-03-20",351100,"1"
"2024-03-20",351110,"33"
"2024-03-20",351120,"2"
"2024-03-20",351130,"1"
"2024-03-20",351150,"9"
"2024-03-20",351160,"2"
"2024-03-20",351170,"2"
"2024-03-20",351200,"14"
"2024-03-20",351220,"2"
"2024-03-20",351240,"1"
"2024-03-20",351250,"1"
"2024-03-20",351260,"2"
"2024-03-20",351280,"19"
"2024-03-20",351300,"38"
"2024-03-20",351310,"20"
"2024-03-20",351320,"8"
"2024-03-20",351340,"9"
"2024-03-20",351350,"1"
"2024-03-20",351360,"6"
"2024-03-20",351370,"7"
"2024-03-20",351380,"96"
"2024-03-20",351390,"2"
"2024-03-20",351400,"1"
"2024-03-20",351410,"56"
"2024-03-20",351430,"1"
"2024-03-20",351440,"2"
"2024-03-20",351460,"8"
"2024-03-20",351470,"2"
"2024-03-20",351480,"6"
"2024-03-20",351490,"3"
"2024-03-20",351492,"3"
"2024-03-20",351500,"23"
"2024-03-20",351510,"5"
"2024-03-20",351515,"2"
"2024-03-20",351518,"29"
"2024-03-20",351540,"8"
"2024-03-20",351550,"5"
"2024-03-20",351565,"1"
"2024-03-20",351570,"88"
"2024-03-20",351610,"1"
"2024-03-20",351620,"149"
"2024-03-20",351630,"31"
"2024-03-20",351640,"76"
"2024-03-20",351660,"2"
"2024-03-20",351670,"10"
"2024-03-20",351685,"1"
"2024-03-20",351700,"10"
"2024-03-20",351720,"1"
"2024-03-20",351730,"1"
"2024-03-20",351740,"6"
"2024-03-20",351750,"1"
"2024-03-20",351760,"1"
"2024-03-20",351790,"7"
"2024-03-20",351810,"2"
"2024-03-20",351820,"20"
"2024-03-20",351830,"17"
"2024-03-20",351840,"116"
"2024-03-20",351850,"4"
"2024-03-20",351860,"4"
"2024-03-20",351870,"97"
"2024-03-20",351880,"724"
"2024-03-20",351900,"1"
"2024-03-20",351905,"13"
"2024-03-20",351907,"16"
"2024-03-20",351910,"6"
"2024-03-20",351930,"1"
"2024-03-20",351940,"1"
"2024-03-20",351950,"1"
"2024-03-20",351960,"1"
"2024-03-20",351970,"2"
"2024-03-20",352000,"4"
"2024-03-20",352020,"5"
"2024-03-20",352030,"35"
"2024-03-20",352040,"49"
"2024-03-20",352042,"11"
"2024-03-20",352050,"53"
"2024-03-20",352090,"2"
"2024-03-20",352100,"1"
"2024-03-20",352110,"4"
"2024-03-20",352120,"1"
"2024-03-20",352130,"1"
"2024-03-20",352140,"15"
"2024-03-20",352150,"3"
"2024-03-20",352170,"3"
"2024-03-20",352180,"2"
"2024-03-20",352190,"2"
"2024-03-20",352200,"6"
"2024-03-20",352210,"21"
"2024-03-20",352220,"27"
"2024-03-20",352230,"65"
"2024-03-20",352240,"11"
"2024-03-20",352250,"11"
"2024-03-20",352260,"169"
"2024-03-20",352280,"2"
"2024-03-20",352290,"5"
"2024-03-20",352310,"36"
"2024-03-20",352320,"8"
"2024-03-20",352340,"58"
"2024-03-20",352350,"2"
"2024-03-20",352360,"6"
"2024-03-20",352370,"10"
"2024-03-20",352390,"210"
"2024-03-20",352400,"4"
"2024-03-20",352420,"3"
"2024-03-20",352430,"16"
"2024-03-20",352440,"446"
"2024-03-20",352460,"12"
"2024-03-20",352470,"112"
"2024-03-20",352480,"6"
"2024-03-20",352490,"3"
"2024-03-20",352500,"2"
"2024-03-20",352510,"8"
"2024-03-20",352520,"5"
"2024-03-20",352530,"91"
"2024-03-20",352540,"1"
"2024-03-20",352550,"4"
"2024-03-20",352570,"2"
"2024-03-20",352585,"1"
"2024-03-20",352590,"202"
"2024-03-20",352610,"1"
"2024-03-20",352620,"2"
"2024-03-20",352630,"11"
"2024-03-20",352640,"1"
"2024-03-20",352660,"5"
"2024-03-20",352670,"53"
"2024-03-20",352680,"24"
"2024-03-20",352690,"82"
"2024-03-20",352710,"1"
"2024-03-20",352720,"110"
"2024-03-20",352730,"5"
"2024-03-20",352760,"1"
"2024-03-20",352780,"2"
"2024-03-20",352800,"11"
"2024-03-20",352840,"8"
"2024-03-20",352850,"137"
"2024-03-20",352860,"10"
"2024-03-20",352880,"6"
"2024-03-20",352900,"103"
"2024-03-20",352930,"11"
"2024-03-20",352940,"114"
"2024-03-20",352960,"1"
"2024-03-20",352965,"2"
"2024-03-20",352980,"61"
"2024-03-20",352990,"8"
"2024-03-20",353010,"6"
"2024-03-20",353030,"1"
"2024-03-20",353050,"43"
"2024-03-20",353060,"341"
"2024-03-20",353070,"12"
"2024-03-20",353080,"20"
"2024-03-20",353110,"33"
"2024-03-20",353120,"1"
"2024-03-20",353130,"7"
"2024-03-20",353150,"7"
"2024-03-20",353180,"35"
"2024-03-20",353190,"12"
"2024-03-20",353200,"7"
"2024-03-20",353215,"2"
"2024-03-20",353290,"1"
"2024-03-20",353300,"1"
"2024-03-20",353325,"1"
"2024-03-20",353340,"45"
"2024-03-20",353350,"15"
"2024-03-20",353360,"2"
"2024-03-20",353370,"1"
"2024-03-20",353380,"1"
"2024-03-20",353390,"39"
"2024-03-20",353400,"1"
"2024-03-20",353410,"10"
"2024-03-20",353430,"1"
"2024-03-20",353440,"157"
"2024-03-20",353460,"7"
"2024-03-20",353470,"5"
"2024-03-20",353475,"3"
"2024-03-20",353490,"1"
"2024-03-20",353510,"8"
"2024-03-20",353520,"1"
"2024-03-20",353530,"2"
"2024-03-20",353550,"24"
"2024-03-20",353560,"7"
"2024-03-20",353570,"3"
"2024-03-20",353580,"3"
"2024-03-20",353600,"1"
"2024-03-20",353620,"11"
"2024-03-20",353630,"1"
"2024-03-20",353650,"18"
"2024-03-20",353660,"10"
"2024-03-20",353670,"14"
"2024-03-20",353710,"40"
"2024-03-20",353730,"1"
"2024-03-20",353760,"24"
"2024-03-20",353780,"4"
"2024-03-20",353800,"262"
"2024-03-20",353810,"3"
"2024-03-20",353850,"4"
"2024-03-20",353860,"12"
"2024-03-20",353870,"206"
"2024-03-20",353880,"18"
"2024-03-20",353900,"7"
"2024-03-20",353910,"1"
"2024-03-20",353930,"44"
"2024-03-20",353950,"1"
"2024-03-20",353970,"4"
"2024-03-20",353980,"61"
"2024-03-20",354000,"7"
"2024-03-20",354020,"7"
"2024-03-20",354060,"6"
"2024-03-20",354070,"16"
"2024-03-20",354075,"17"
"2024-03-20",354090,"1"
"2024-03-20",354100,"19"
"2024-03-20",354140,"3"
"2024-03-20",354170,"2"
"2024-03-20",354210,"1"
"2024-03-20",354220,"1"
"2024-03-20",354230,"8"
"2024-03-20",354250,"16"
"2024-03-20",354260,"17"
"2024-03-20",354290,"8"
"2024-03-20",354310,"4"
"2024-03-20",354320,"1"
"2024-03-20",354325,"1"
"2024-03-20",354330,"13"
"2024-03-20",354340,"449"
"2024-03-20",354350,"4"
"2024-03-20",354360,"5"
"2024-03-20",354370,"2"
"2024-03-20",354390,"63"
"2024-03-20",354400,"1"
"2024-03-20",354410,"4"
"2024-03-20",354425,"1"
"2024-03-20",354430,"2"
"2024-03-20",354460,"5"
"2024-03-20",354470,"1"
"2024-03-20",354500,"2"
"2024-03-20",354515,"10"
"2024-03-20",354520,"39"
"2024-03-20",354530,"3"
"2024-03-20",354560,"3"
"2024-03-20",354580,"20"
"2024-03-20",354600,"74"
"2024-03-20",354625,"3"
"2024-03-20",354630,"51"
"2024-03-20",354640,"9"
"2024-03-20",354660,"1"
"2024-03-20",354670,"19"
"2024-03-20",354680,"47"
"2024-03-20",354700,"1"
"2024-03-20",354730,"75"
"2024-03-20",354750,"2"
"2024-03-20",354760,"2"
"2024-03-20",354780,"188"
"2024-03-20",354800,"77"
"2024-03-20",354810,"6"
"2024-03-20",354850,"5"
"2024-03-20",354860,"7"
"2024-03-20",354870,"137"
"2024-03-20",354880,"147"
"2024-03-20",354890,"68"
"2024-03-20",354910,"34"
"2024-03-20",354940,"2"
"2024-03-20",354960,"4"
"2024-03-20",354970,"113"
"2024-03-20",354980,"119"
"2024-03-20",354990,"1032"
"2024-03-20",355000,"9"
"2024-03-20",355010,"39"
"2024-03-20",355020,"3"
"2024-03-20",355030,"6114"
"2024-03-20",355040,"7"
"2024-03-20",355050,"1"
"2024-03-20",355060,"20"
"2024-03-20",355070,"31"
"2024-03-20",355080,"9"
"2024-03-20",355090,"1"
"2024-03-20",355100,"4"
"2024-03-20",355120,"3"
"2024-03-20",355140,"1"
"2024-03-20",355150,"125"
"2024-03-20",355160,"4"
"2024-03-20",355170,"12"
"2024-03-20",355180,"4"
"2024-03-20",355200,"2"
"2024-03-20",355210,"67"
"2024-03-20",355220,"338"
"2024-03-20",355240,"67"
"2024-03-20",355250,"77"
"2024-03-20",355260,"10"
"2024-03-20",355270,"2"
"2024-03-20",355280,"13"
"2024-03-20",355300,"32"
"2024-03-20",355320,"2"
"2024-03-20",355330,"28"
"2024-03-20",355360,"16"
"2024-03-20",355365,"1"
"2024-03-20",355380,"2"
"2024-03-20",355385,"1"
"2024-03-20",355395,"5"
"2024-03-20",355400,"6"
"2024-03-20",355410,"419"
"2024-03-20",355450,"4"
"2024-03-20",355465,"1"
"2024-03-20",355470,"18"
"2024-03-20",355480,"31"
"2024-03-20",355495,"2"
"2024-03-20",355500,"4"
"2024-03-20",355540,"96"
"2024-03-20",355550,"2"
"2024-03-20",355560,"1"
"2024-03-20",355600,"4"
"2024-03-20",355620,"46"
"2024-03-20",355630,"1"
"2024-03-20",355635,"10"
"2024-03-20",355640,"98"
"2024-03-20",355645,"10"
"2024-03-20",355650,"30"
"2024-03-20",355660,"3"
"2024-03-20",355670,"26"
"2024-03-20",355680,"4"
"2024-03-20",355690,"3"
"2024-03-20",355695,"1"
"2024-03-20",355700,"56"
"2024-03-20",355710,"93"
"2024-03-21",350030,"4"
"2024-03-21",350040,"2"
"2024-03-21",350050,"11"
"2024-03-21",350055,"3"
"2024-03-21",350070,"2"
"2024-03-21",350075,"2"
"2024-03-21",350100,"2"
"2024-03-21",350115,"3"
"2024-03-21",350150,"5"
"2024-03-21",350160,"36"
"2024-03-21",350170,"2"
"2024-03-21",350190,"2"
"2024-03-21",350200,"10"
"2024-03-21",350210,"1"
"2024-03-21",350220,"5"
"2024-03-21",350250,"6"
"2024-03-21",350260,"1"
"2024-03-21",350270,"2"
"2024-03-21",350275,"4"
"2024-03-21",350280,"3"
"2024-03-21",350290,"3"
"2024-03-21",350310,"2"
"2024-03-21",350315,"3"
"2024-03-21",350320,"7"
"2024-03-21",350330,"5"
"2024-03-21",350340,"4"
"2024-03-21",350350,"4"
"2024-03-21",350360,"2"
"2024-03-21",350370,"13"
"2024-03-21",350380,"12"
"2024-03-21",350390,"47"
"2024-03-21",350410,"92"
"2024-03-21",350440,"1"
"2024-03-21",350450,"15"
"2024-03-21",350460,"5"
"2024-03-21",350470,"6"
"2024-03-21",350480,"1"
"2024-03-21",350490,"2"
"2024-03-21",350520,"28"
"2024-03-21",350530,"3"
"2024-03-21",350540,"4"
"2024-03-21",350550,"38"
"2024-03-21",350560,"32"
"2024-03-21",350570,"89"
"2024-03-21",350590,"65"
"2024-03-21",350600,"59"
"2024-03-21",350610,"66"
"2024-03-21",350620,"1"
"2024-03-21",350630,"21"
"2024-03-21",350635,"11"
"2024-03-21",350650,"13"
"2024-03-21",350660,"15"
"2024-03-21",350670,"2"
"2024-03-21",350680,"3"
"2024-03-21",350690,"2"
"2024-03-21",350700,"43"
"2024-03-21",350710,"2"
"2024-03-21",350730,"5"
"2024-03-21",350750,"207"
"2024-03-21",350760,"274"
"2024-03-21",350780,"7"
"2024-03-21",350790,"19"
"2024-03-21",350800,"2"
"2024-03-21",350840,"2"
"2024-03-21",350850,"81"
"2024-03-21",350860,"12"
"2024-03-21",350870,"13"
"2024-03-21",350880,"4"
"2024-03-21",350890,"2"
"2024-03-21",350900,"55"
"2024-03-21",350920,"40"
"2024-03-21",350945,"3"
"2024-03-21",350950,"1121"
"2024-03-21",350960,"4"
"2024-03-21",350990,"13"
"2024-03-21",350995,"7"
"2024-03-21",351000,"13"
"2024-03-21",351015,"1"
"2024-03-21",351020,"3"
"2024-03-21",351030,"7"
"2024-03-21",351040,"21"
"2024-03-21",351050,"145"
"2024-03-21",351060,"29"
"2024-03-21",351070,"1"
"2024-03-21",351080,"25"
"2024-03-21",351090,"3"
"2024-03-21",351110,"60"
"2024-03-21",351120,"3"
"2024-03-21",351130,"2"
"2024-03-21",351140,"2"
"2024-03-21",351150,"3"
"2024-03-21",351160,"3"
"2024-03-21",351170,"4"
"2024-03-21",351200,"8"
"2024-03-21",351230,"1"
"2024-03-21",351240,"1"
"2024-03-21",351250,"3"
"2024-03-21",351270,"1"
"2024-03-21",351280,"10"
"2024-03-21",351290,"1"
"2024-03-21",351300,"23"
"2024-03-21",351310,"18"
"2024-03-21",351320,"1"
"2024-03-21",351330,"1"
"2024-03-21",351340,"1"
"2024-03-21",351350,"4"
"2024-03-21",351360,"4"
"2024-03-21",351370,"12"
